date_game,game_start_time,visitor_team_name,visitor_pts,home_team_name,home_pts,box_score_text,overtimes,attendance,arena_name,boxscore_url,game_id,season
"Tue, Dec 19, 2023",7:30p,Memphis Grizzlies,,New Orleans Pelicans,,,,,Smoothie King Center,,,2024
"Tue, Dec 19, 2023",8:00p,San Antonio Spurs,,Milwaukee Bucks,,,,,Fiserv Forum,,,2024
"Tue, Dec 19, 2023",10:00p,Boston Celtics,,Golden State Warriors,,,,,Chase Center,,,2024
"Tue, Dec 19, 2023",10:00p,Phoenix Suns,,Portland Trail Blazers,,,,,Moda Center,,,2024
"Wed, Dec 20, 2023",7:00p,Utah Jazz,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,,,2024
"Wed, Dec 20, 2023",7:00p,Charlotte Hornets,,Indiana Pacers,,,,,Gainbridge Fieldhouse,,,2024
"Wed, Dec 20, 2023",7:00p,Miami Heat,,Orlando Magic,,,,,Amway Center,,,2024
"Wed, Dec 20, 2023",7:00p,Minnesota Timberwolves,,Philadelphia 76ers,,,,,Wells Fargo Center,,,2024
"Wed, Dec 20, 2023",7:30p,New York Knicks,,Brooklyn Nets,,,,,Barclays Center,,,2024
"Wed, Dec 20, 2023",7:30p,Denver Nuggets,,Toronto Raptors,,,,,Scotiabank Arena,,,2024
"Wed, Dec 20, 2023",8:00p,Los Angeles Lakers,,Chicago Bulls,,,,,United Center,,,2024
"Wed, Dec 20, 2023",8:00p,Atlanta Hawks,,Houston Rockets,,,,,Toyota Center,,,2024
"Wed, Dec 20, 2023",8:30p,Los Angeles Clippers,,Dallas Mavericks,,,,,American Airlines Center,,,2024
"Wed, Dec 20, 2023",10:00p,Boston Celtics,,Sacramento Kings,,,,,Golden 1 Center,,,2024
"Thu, Dec 21, 2023",7:00p,Utah Jazz,,Detroit Pistons,,,,,Little Caesars Arena,,,2024
"Thu, Dec 21, 2023",7:30p,New Orleans Pelicans,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,,,2024
"Thu, Dec 21, 2023",8:00p,San Antonio Spurs,,Chicago Bulls,,,,,United Center,,,2024
"Thu, Dec 21, 2023",8:00p,Indiana Pacers,,Memphis Grizzlies,,,,,FedEx Forum,,,2024
"Thu, Dec 21, 2023",8:00p,Orlando Magic,,Milwaukee Bucks,,,,,Fiserv Forum,,,2024
"Thu, Dec 21, 2023",8:00p,Los Angeles Clippers,,Oklahoma City Thunder,,,,,Paycom Center,,,2024
"Thu, Dec 21, 2023",9:00p,Los Angeles Lakers,,Minnesota Timberwolves,,,,,Target Center,,,2024
"Thu, Dec 21, 2023",10:00p,Washington Wizards,,Portland Trail Blazers,,,,,Moda Center,,,2024
"Fri, Dec 22, 2023",6:30p,Denver Nuggets,,Brooklyn Nets,,,,,Barclays Center,,,2024
"Fri, Dec 22, 2023",7:00p,Toronto Raptors,,Philadelphia 76ers,,,,,Wells Fargo Center,,,2024
"Fri, Dec 22, 2023",8:00p,Dallas Mavericks,,Houston Rockets,,,,,Toyota Center,,,2024
"Fri, Dec 22, 2023",8:00p,Atlanta Hawks,,Miami Heat,,,,,Kaseya Center,,,2024
"Fri, Dec 22, 2023",10:00p,Washington Wizards,,Golden State Warriors,,,,,Chase Center,,,2024
"Fri, Dec 22, 2023",10:00p,Phoenix Suns,,Sacramento Kings,,,,,Golden 1 Center,,,2024
"Sat, Dec 23, 2023",12:30p,Milwaukee Bucks,,New York Knicks,,,,,Madison Square Garden (IV),,,2024
"Sat, Dec 23, 2023",3:30p,Boston Celtics,,Los Angeles Clippers,,,,,Crypto.com Arena,,,2024
"Sat, Dec 23, 2023",7:00p,Denver Nuggets,,Charlotte Hornets,,,,,Spectrum Center,,,2024
"Sat, Dec 23, 2023",7:00p,Orlando Magic,,Indiana Pacers,,,,,Gainbridge Fieldhouse,,,2024
"Sat, Dec 23, 2023",7:00p,Houston Rockets,,New Orleans Pelicans,,,,,Smoothie King Center,,,2024
"Sat, Dec 23, 2023",7:30p,Memphis Grizzlies,,Atlanta Hawks,,,,,State Farm Arena,,,2024
"Sat, Dec 23, 2023",7:30p,Detroit Pistons,,Brooklyn Nets,,,,,Barclays Center,,,2024
"Sat, Dec 23, 2023",7:30p,Utah Jazz,,Toronto Raptors,,,,,Scotiabank Arena,,,2024
"Sat, Dec 23, 2023",8:00p,Cleveland Cavaliers,,Chicago Bulls,,,,,United Center,,,2024
"Sat, Dec 23, 2023",8:00p,Los Angeles Lakers,,Oklahoma City Thunder,,,,,Paycom Center,,,2024
"Sat, Dec 23, 2023",8:30p,San Antonio Spurs,,Dallas Mavericks,,,,,American Airlines Center,,,2024
"Sat, Dec 23, 2023",8:30p,Portland Trail Blazers,,Golden State Warriors,,,,,Chase Center,,,2024
"Sat, Dec 23, 2023",10:00p,Minnesota Timberwolves,,Sacramento Kings,,,,,Golden 1 Center,,,2024
"Mon, Dec 25, 2023",12:00p,Milwaukee Bucks,,New York Knicks,,,,,Madison Square Garden (IV),,,2024
"Mon, Dec 25, 2023",2:30p,Golden State Warriors,,Denver Nuggets,,,,,Ball Arena,,,2024
"Mon, Dec 25, 2023",5:00p,Boston Celtics,,Los Angeles Lakers,,,,,Crypto.com Arena,,,2024
"Mon, Dec 25, 2023",8:00p,Philadelphia 76ers,,Miami Heat,,,,,Kaseya Center,,,2024
"Mon, Dec 25, 2023",10:30p,Dallas Mavericks,,Phoenix Suns,,,,,Footprint Center,,,2024
"Tue, Dec 26, 2023",7:00p,Brooklyn Nets,,Detroit Pistons,,,,,Little Caesars Arena,,,2024
"Tue, Dec 26, 2023",7:00p,Orlando Magic,,Washington Wizards,,,,,Capital One Arena,,,2024
"Tue, Dec 26, 2023",8:00p,Atlanta Hawks,,Chicago Bulls,,,,,United Center,,,2024
"Tue, Dec 26, 2023",8:00p,Indiana Pacers,,Houston Rockets,,,,,Toyota Center,,,2024
"Tue, Dec 26, 2023",8:00p,Memphis Grizzlies,,New Orleans Pelicans,,,,,Smoothie King Center,,,2024
"Tue, Dec 26, 2023",8:00p,Minnesota Timberwolves,,Oklahoma City Thunder,,,,,Paycom Center,,,2024
"Tue, Dec 26, 2023",8:00p,Utah Jazz,,San Antonio Spurs,,,,,AT&T Center,,,2024
"Tue, Dec 26, 2023",10:00p,Sacramento Kings,,Portland Trail Blazers,,,,,Moda Center,,,2024
"Tue, Dec 26, 2023",10:30p,Charlotte Hornets,,Los Angeles Clippers,,,,,Crypto.com Arena,,,2024
"Wed, Dec 27, 2023",7:00p,Philadelphia 76ers,,Orlando Magic,,,,,Amway Center,,,2024
"Wed, Dec 27, 2023",7:00p,Toronto Raptors,,Washington Wizards,,,,,Capital One Arena,,,2024
"Wed, Dec 27, 2023",7:30p,Milwaukee Bucks,,Brooklyn Nets,,,,,Barclays Center,,,2024
"Wed, Dec 27, 2023",8:00p,Phoenix Suns,,Houston Rockets,,,,,Toyota Center,,,2024
"Wed, Dec 27, 2023",8:00p,New York Knicks,,Oklahoma City Thunder,,,,,Paycom Center,,,2024
"Wed, Dec 27, 2023",8:30p,Cleveland Cavaliers,,Dallas Mavericks,,,,,American Airlines Center,,,2024
"Thu, Dec 28, 2023",7:30p,Detroit Pistons,,Boston Celtics,,,,,TD Garden,,,2024
"Thu, Dec 28, 2023",8:00p,Indiana Pacers,,Chicago Bulls,,,,,United Center,,,2024
"Thu, Dec 28, 2023",8:00p,Dallas Mavericks,,Minnesota Timberwolves,,,,,Target Center,,,2024
"Thu, Dec 28, 2023",8:00p,Utah Jazz,,New Orleans Pelicans,,,,,Smoothie King Center,,,2024
"Thu, Dec 28, 2023",9:00p,Memphis Grizzlies,,Denver Nuggets,,,,,Ball Arena,,,2024
"Thu, Dec 28, 2023",10:00p,Miami Heat,,Golden State Warriors,,,,,Chase Center,,,2024
"Thu, Dec 28, 2023",10:00p,San Antonio Spurs,,Portland Trail Blazers,,,,,Moda Center,,,2024
"Thu, Dec 28, 2023",10:30p,Charlotte Hornets,,Los Angeles Lakers,,,,,Crypto.com Arena,,,2024
"Fri, Dec 29, 2023",7:00p,New York Knicks,,Orlando Magic,,,,,Amway Center,,,2024
"Fri, Dec 29, 2023",7:00p,Brooklyn Nets,,Washington Wizards,,,,,Capital One Arena,,,2024
"Fri, Dec 29, 2023",7:30p,Sacramento Kings,,Atlanta Hawks,,,,,State Farm Arena,,,2024
"Fri, Dec 29, 2023",7:30p,Toronto Raptors,,Boston Celtics,,,,,TD Garden,,,2024
"Fri, Dec 29, 2023",7:30p,Milwaukee Bucks,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,,,2024
"Fri, Dec 29, 2023",8:00p,Philadelphia 76ers,,Houston Rockets,,,,,Toyota Center,,,2024
"Fri, Dec 29, 2023",9:00p,Oklahoma City Thunder,,Denver Nuggets,,,,,Ball Arena,,,2024
"Fri, Dec 29, 2023",9:00p,Charlotte Hornets,,Phoenix Suns,,,,,Footprint Center,,,2024
"Fri, Dec 29, 2023",10:00p,San Antonio Spurs,,Portland Trail Blazers,,,,,Moda Center,,,2024
"Fri, Dec 29, 2023",10:30p,Memphis Grizzlies,,Los Angeles Clippers,,,,,Crypto.com Arena,,,2024
"Sat, Dec 30, 2023",5:00p,Miami Heat,,Utah Jazz,,,,,Delta Center,,,2024
"Sat, Dec 30, 2023",6:00p,Toronto Raptors,,Detroit Pistons,,,,,Little Caesars Arena,,,2024
"Sat, Dec 30, 2023",7:00p,New York Knicks,,Indiana Pacers,,,,,Gainbridge Fieldhouse,,,2024
"Sat, Dec 30, 2023",8:00p,Philadelphia 76ers,,Chicago Bulls,,,,,United Center,,,2024
"Sat, Dec 30, 2023",8:00p,Los Angeles Lakers,,Minnesota Timberwolves,,,,,Target Center,,,2024
"Sat, Dec 30, 2023",8:30p,Dallas Mavericks,,Golden State Warriors,,,,,Chase Center,,,2024
"Sun, Dec 31, 2023",3:00p,Atlanta Hawks,,Washington Wizards,,,,,Capital One Arena,,,2024
"Sun, Dec 31, 2023",7:00p,Los Angeles Lakers,,New Orleans Pelicans,,,,,Smoothie King Center,,,2024
"Sun, Dec 31, 2023",7:00p,Brooklyn Nets,,Oklahoma City Thunder,,,,,Paycom Center,,,2024
"Sun, Dec 31, 2023",7:00p,Boston Celtics,,San Antonio Spurs,,,,,AT&T Center,,,2024
"Sun, Dec 31, 2023",8:00p,Sacramento Kings,,Memphis Grizzlies,,,,,FedEx Forum,,,2024
"Sun, Dec 31, 2023",8:00p,Orlando Magic,,Phoenix Suns,,,,,Footprint Center,,,2024
