date_game,game_start_time,visitor_team_name,visitor_pts,home_team_name,home_pts,box_score_text,overtimes,attendance,arena_name,boxscore_url,game_id,season
"Mon, Jan 1, 2024",3:00p,Minnesota Timberwolves,,New York Knicks,,,,,Madison Square Garden (IV),,,2024
"Mon, Jan 1, 2024",7:30p,Cleveland Cavaliers,,Toronto Raptors,,,,,Scotiabank Arena,,,2024
"Mon, Jan 1, 2024",8:00p,Detroit Pistons,,Houston Rockets,,,,,Toyota Center,,,2024
"Mon, Jan 1, 2024",8:00p,Indiana Pacers,,Milwaukee Bucks,,,,,Fiserv Forum,,,2024
"Mon, Jan 1, 2024",9:00p,Charlotte Hornets,,Denver Nuggets,,,,,Ball Arena,,,2024
"Mon, Jan 1, 2024",9:00p,Portland Trail Blazers,,Phoenix Suns,,,,,Footprint Center,,,2024
"Mon, Jan 1, 2024",9:00p,Dallas Mavericks,,Utah Jazz,,,,,Delta Center,,,2024
"Mon, Jan 1, 2024",10:30p,Miami Heat,,Los Angeles Clippers,,,,,Crypto.com Arena,,,2024
"Tue, Jan 2, 2024",7:00p,Chicago Bulls,,Philadelphia 76ers,,,,,Wells Fargo Center,,,2024
"Tue, Jan 2, 2024",8:00p,San Antonio Spurs,,Memphis Grizzlies,,,,,FedEx Forum,,,2024
"Tue, Jan 2, 2024",8:00p,Brooklyn Nets,,New Orleans Pelicans,,,,,Smoothie King Center,,,2024
"Tue, Jan 2, 2024",8:00p,Boston Celtics,,Oklahoma City Thunder,,,,,Paycom Center,,,2024
"Tue, Jan 2, 2024",10:00p,Orlando Magic,,Golden State Warriors,,,,,Chase Center,,,2024
"Tue, Jan 2, 2024",10:00p,Charlotte Hornets,,Sacramento Kings,,,,,Golden 1 Center,,,2024
"Wed, Jan 3, 2024",7:00p,Washington Wizards,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,,,2024
"Wed, Jan 3, 2024",7:00p,Milwaukee Bucks,,Indiana Pacers,,,,,Gainbridge Fieldhouse,,,2024
"Wed, Jan 3, 2024",7:30p,Oklahoma City Thunder,,Atlanta Hawks,,,,,State Farm Arena,,,2024
"Wed, Jan 3, 2024",7:30p,Chicago Bulls,,New York Knicks,,,,,Madison Square Garden (IV),,,2024
"Wed, Jan 3, 2024",8:00p,Brooklyn Nets,,Houston Rockets,,,,,Toyota Center,,,2024
"Wed, Jan 3, 2024",8:00p,Toronto Raptors,,Memphis Grizzlies,,,,,FedEx Forum,,,2024
"Wed, Jan 3, 2024",8:00p,New Orleans Pelicans,,Minnesota Timberwolves,,,,,Target Center,,,2024
"Wed, Jan 3, 2024",8:30p,Portland Trail Blazers,,Dallas Mavericks,,,,,American Airlines Center,,,2024
"Wed, Jan 3, 2024",9:00p,Los Angeles Clippers,,Phoenix Suns,,,,,Footprint Center,,,2024
"Wed, Jan 3, 2024",9:00p,Detroit Pistons,,Utah Jazz,,,,,Delta Center,,,2024
"Wed, Jan 3, 2024",10:00p,Miami Heat,,Los Angeles Lakers,,,,,Crypto.com Arena,,,2024
"Wed, Jan 3, 2024",10:00p,Orlando Magic,,Sacramento Kings,,,,,Golden 1 Center,,,2024
"Thu, Jan 4, 2024",7:30p,Milwaukee Bucks,,San Antonio Spurs,,,,,AT&T Center,,,2024
"Thu, Jan 4, 2024",10:00p,Denver Nuggets,,Golden State Warriors,,,,,Chase Center,,,2024
"Fri, Jan 5, 2024",7:00p,Utah Jazz,,Boston Celtics,,,,,TD Garden,,,2024
"Fri, Jan 5, 2024",7:00p,Atlanta Hawks,,Indiana Pacers,,,,,Gainbridge Fieldhouse,,,2024
"Fri, Jan 5, 2024",7:30p,Oklahoma City Thunder,,Brooklyn Nets,,,,,Barclays Center,,,2024
"Fri, Jan 5, 2024",7:30p,Washington Wizards,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,,,2024
"Fri, Jan 5, 2024",7:30p,New York Knicks,,Philadelphia 76ers,,,,,Wells Fargo Center,,,2024
"Fri, Jan 5, 2024",8:00p,Charlotte Hornets,,Chicago Bulls,,,,,United Center,,,2024
"Fri, Jan 5, 2024",8:00p,Minnesota Timberwolves,,Houston Rockets,,,,,Toyota Center,,,2024
"Fri, Jan 5, 2024",8:00p,Los Angeles Clippers,,New Orleans Pelicans,,,,,Smoothie King Center,,,2024
"Fri, Jan 5, 2024",8:30p,Portland Trail Blazers,,Dallas Mavericks,,,,,American Airlines Center,,,2024
"Fri, Jan 5, 2024",9:00p,Orlando Magic,,Denver Nuggets,,,,,Ball Arena,,,2024
"Fri, Jan 5, 2024",9:00p,Miami Heat,,Phoenix Suns,,,,,Footprint Center,,,2024
"Fri, Jan 5, 2024",10:00p,Detroit Pistons,,Golden State Warriors,,,,,Chase Center,,,2024
"Fri, Jan 5, 2024",10:00p,Memphis Grizzlies,,Los Angeles Lakers,,,,,Crypto.com Arena,,,2024
"Fri, Jan 5, 2024",10:00p,Toronto Raptors,,Sacramento Kings,,,,,Golden 1 Center,,,2024
"Sat, Jan 6, 2024",7:00p,Boston Celtics,,Indiana Pacers,,,,,Gainbridge Fieldhouse,,,2024
"Sat, Jan 6, 2024",7:00p,New York Knicks,,Washington Wizards,,,,,Capital One Arena,,,2024
"Sat, Jan 6, 2024",7:30p,Utah Jazz,,Philadelphia 76ers,,,,,Wells Fargo Center,,,2024
"Sat, Jan 6, 2024",8:00p,Milwaukee Bucks,,Houston Rockets,,,,,Toyota Center,,,2024
"Sun, Jan 7, 2024",1:00p,San Antonio Spurs,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,,,2024
"Sun, Jan 7, 2024",3:00p,Portland Trail Blazers,,Brooklyn Nets,,,,,Barclays Center,,,2024
"Sun, Jan 7, 2024",6:00p,Atlanta Hawks,,Orlando Magic,,,,,Amway Center,,,2024
"Sun, Jan 7, 2024",6:00p,New Orleans Pelicans,,Sacramento Kings,,,,,Golden 1 Center,,,2024
"Sun, Jan 7, 2024",7:30p,Minnesota Timberwolves,,Dallas Mavericks,,,,,American Airlines Center,,,2024
"Sun, Jan 7, 2024",8:00p,Detroit Pistons,,Denver Nuggets,,,,,Ball Arena,,,2024
"Sun, Jan 7, 2024",8:00p,Memphis Grizzlies,,Phoenix Suns,,,,,Footprint Center,,,2024
"Sun, Jan 7, 2024",8:30p,Toronto Raptors,,Golden State Warriors,,,,,Chase Center,,,2024
"Sun, Jan 7, 2024",9:30p,Los Angeles Clippers,,Los Angeles Lakers,,,,,Crypto.com Arena,,,2024
"Mon, Jan 8, 2024",7:00p,Chicago Bulls,,Charlotte Hornets,,,,,Spectrum Center,,,2024
"Mon, Jan 8, 2024",7:00p,Boston Celtics,,Indiana Pacers,,,,,Gainbridge Fieldhouse,,,2024
"Mon, Jan 8, 2024",7:00p,Oklahoma City Thunder,,Washington Wizards,,,,,Capital One Arena,,,2024
"Mon, Jan 8, 2024",7:30p,Houston Rockets,,Miami Heat,,,,,Kaseya Center,,,2024
"Mon, Jan 8, 2024",8:00p,Utah Jazz,,Milwaukee Bucks,,,,,Fiserv Forum,,,2024
"Mon, Jan 8, 2024",10:30p,Phoenix Suns,,Los Angeles Clippers,,,,,Crypto.com Arena,,,2024
"Tue, Jan 9, 2024",7:00p,Sacramento Kings,,Detroit Pistons,,,,,Little Caesars Arena,,,2024
"Tue, Jan 9, 2024",7:00p,Minnesota Timberwolves,,Orlando Magic,,,,,Amway Center,,,2024
"Tue, Jan 9, 2024",7:30p,Portland Trail Blazers,,New York Knicks,,,,,Madison Square Garden (IV),,,2024
"Tue, Jan 9, 2024",8:30p,Memphis Grizzlies,,Dallas Mavericks,,,,,American Airlines Center,,,2024
"Tue, Jan 9, 2024",10:30p,Toronto Raptors,,Los Angeles Lakers,,,,,Crypto.com Arena,,,2024
"Wed, Jan 10, 2024",7:00p,Minnesota Timberwolves,,Boston Celtics,,,,,TD Garden,,,2024
"Wed, Jan 10, 2024",7:00p,Sacramento Kings,,Charlotte Hornets,,,,,Spectrum Center,,,2024
"Wed, Jan 10, 2024",7:00p,San Antonio Spurs,,Detroit Pistons,,,,,Little Caesars Arena,,,2024
"Wed, Jan 10, 2024",7:00p,Washington Wizards,,Indiana Pacers,,,,,Gainbridge Fieldhouse,,,2024
"Wed, Jan 10, 2024",7:30p,Philadelphia 76ers,,Atlanta Hawks,,,,,State Farm Arena,,,2024
"Wed, Jan 10, 2024",7:30p,Oklahoma City Thunder,,Miami Heat,,,,,Kaseya Center,,,2024
"Wed, Jan 10, 2024",8:00p,Houston Rockets,,Chicago Bulls,,,,,United Center,,,2024
"Wed, Jan 10, 2024",9:00p,Denver Nuggets,,Utah Jazz,,,,,Delta Center,,,2024
"Wed, Jan 10, 2024",10:00p,New Orleans Pelicans,,Golden State Warriors,,,,,Chase Center,,,2024
"Wed, Jan 10, 2024",10:30p,Toronto Raptors,,Los Angeles Clippers,,,,,Crypto.com Arena,,,2024
"Thu, Jan 11, 2024",2:00p,Brooklyn Nets,,Cleveland Cavaliers,,,,,,,,2024
"Thu, Jan 11, 2024",7:30p,Boston Celtics,,Milwaukee Bucks,,,,,Fiserv Forum,,,2024
"Thu, Jan 11, 2024",8:00p,Portland Trail Blazers,,Oklahoma City Thunder,,,,,Paycom Center,,,2024
"Thu, Jan 11, 2024",8:30p,New York Knicks,,Dallas Mavericks,,,,,American Airlines Center,,,2024
"Thu, Jan 11, 2024",10:00p,Phoenix Suns,,Los Angeles Lakers,,,,,Crypto.com Arena,,,2024
"Fri, Jan 12, 2024",7:00p,Sacramento Kings,,Philadelphia 76ers,,,,,Wells Fargo Center,,,2024
"Fri, Jan 12, 2024",7:30p,Indiana Pacers,,Atlanta Hawks,,,,,State Farm Arena,,,2024
"Fri, Jan 12, 2024",7:30p,Houston Rockets,,Detroit Pistons,,,,,Little Caesars Arena,,,2024
"Fri, Jan 12, 2024",8:00p,Golden State Warriors,,Chicago Bulls,,,,,United Center,,,2024
"Fri, Jan 12, 2024",8:00p,Los Angeles Clippers,,Memphis Grizzlies,,,,,FedEx Forum,,,2024
"Fri, Jan 12, 2024",8:00p,Orlando Magic,,Miami Heat,,,,,Kaseya Center,,,2024
"Fri, Jan 12, 2024",8:00p,Portland Trail Blazers,,Minnesota Timberwolves,,,,,Target Center,,,2024
"Fri, Jan 12, 2024",9:00p,New Orleans Pelicans,,Denver Nuggets,,,,,Ball Arena,,,2024
"Fri, Jan 12, 2024",9:30p,Toronto Raptors,,Utah Jazz,,,,,Delta Center,,,2024
"Fri, Jan 12, 2024",10:00p,Charlotte Hornets,,San Antonio Spurs,,,,,AT&T Center,,,2024
"Sat, Jan 13, 2024",7:00p,Houston Rockets,,Boston Celtics,,,,,TD Garden,,,2024
"Sat, Jan 13, 2024",7:30p,Washington Wizards,,Atlanta Hawks,,,,,State Farm Arena,,,2024
"Sat, Jan 13, 2024",8:00p,New York Knicks,,Memphis Grizzlies,,,,,FedEx Forum,,,2024
"Sat, Jan 13, 2024",8:00p,Golden State Warriors,,Milwaukee Bucks,,,,,Fiserv Forum,,,2024
"Sat, Jan 13, 2024",8:00p,Orlando Magic,,Oklahoma City Thunder,,,,,Paycom Center,,,2024
"Sat, Jan 13, 2024",8:30p,New Orleans Pelicans,,Dallas Mavericks,,,,,American Airlines Center,,,2024
"Sat, Jan 13, 2024",8:30p,Chicago Bulls,,San Antonio Spurs,,,,,AT&T Center,,,2024
"Sat, Jan 13, 2024",9:30p,Los Angeles Lakers,,Utah Jazz,,,,,Delta Center,,,2024
"Sun, Jan 14, 2024",3:30p,Indiana Pacers,,Denver Nuggets,,,,,Ball Arena,,,2024
"Sun, Jan 14, 2024",6:00p,Charlotte Hornets,,Miami Heat,,,,,Kaseya Center,,,2024
"Sun, Jan 14, 2024",7:00p,Sacramento Kings,,Milwaukee Bucks,,,,,Fiserv Forum,,,2024
"Sun, Jan 14, 2024",7:00p,Los Angeles Clippers,,Minnesota Timberwolves,,,,,Target Center,,,2024
"Sun, Jan 14, 2024",9:00p,Phoenix Suns,,Portland Trail Blazers,,,,,Moda Center,,,2024
"Mon, Jan 15, 2024",1:00p,Houston Rockets,,Philadelphia 76ers,,,,,Wells Fargo Center,,,2024
"Mon, Jan 15, 2024",2:30p,New Orleans Pelicans,,Dallas Mavericks,,,,,American Airlines Center,,,2024
"Mon, Jan 15, 2024",3:00p,Orlando Magic,,New York Knicks,,,,,Madison Square Garden (IV),,,2024
"Mon, Jan 15, 2024",3:00p,Detroit Pistons,,Washington Wizards,,,,,Capital One Arena,,,2024
"Mon, Jan 15, 2024",3:30p,San Antonio Spurs,,Atlanta Hawks,,,,,State Farm Arena,,,2024
"Mon, Jan 15, 2024",6:00p,Golden State Warriors,,Memphis Grizzlies,,,,,FedEx Forum,,,2024
"Mon, Jan 15, 2024",7:00p,Chicago Bulls,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,,,2024
"Mon, Jan 15, 2024",7:30p,Miami Heat,,Brooklyn Nets,,,,,Barclays Center,,,2024
"Mon, Jan 15, 2024",7:30p,Boston Celtics,,Toronto Raptors,,,,,Scotiabank Arena,,,2024
"Mon, Jan 15, 2024",9:00p,Indiana Pacers,,Utah Jazz,,,,,Delta Center,,,2024
"Mon, Jan 15, 2024",10:30p,Oklahoma City Thunder,,Los Angeles Lakers,,,,,Crypto.com Arena,,,2024
"Tue, Jan 16, 2024",7:30p,Denver Nuggets,,Philadelphia 76ers,,,,,Wells Fargo Center,,,2024
"Tue, Jan 16, 2024",9:00p,Sacramento Kings,,Phoenix Suns,,,,,Footprint Center,,,2024
"Tue, Jan 16, 2024",10:00p,Oklahoma City Thunder,,Los Angeles Clippers,,,,,Crypto.com Arena,,,2024
"Wed, Jan 17, 2024",7:00p,Minnesota Timberwolves,,Detroit Pistons,,,,,Little Caesars Arena,,,2024
"Wed, Jan 17, 2024",7:30p,Orlando Magic,,Atlanta Hawks,,,,,State Farm Arena,,,2024
"Wed, Jan 17, 2024",7:30p,San Antonio Spurs,,Boston Celtics,,,,,TD Garden,,,2024
"Wed, Jan 17, 2024",7:30p,Milwaukee Bucks,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,,,2024
"Wed, Jan 17, 2024",7:30p,Houston Rockets,,New York Knicks,,,,,Madison Square Garden (IV),,,2024
"Wed, Jan 17, 2024",7:30p,Miami Heat,,Toronto Raptors,,,,,Scotiabank Arena,,,2024
"Wed, Jan 17, 2024",8:00p,Charlotte Hornets,,New Orleans Pelicans,,,,,Smoothie King Center,,,2024
"Wed, Jan 17, 2024",9:00p,Golden State Warriors,,Utah Jazz,,,,,Delta Center,,,2024
"Wed, Jan 17, 2024",10:00p,Dallas Mavericks,,Los Angeles Lakers,,,,,Crypto.com Arena,,,2024
"Wed, Jan 17, 2024",10:00p,Brooklyn Nets,,Portland Trail Blazers,,,,,Moda Center,,,2024
"Thu, Jan 18, 2024",7:30p,Washington Wizards,,New York Knicks,,,,,Madison Square Garden (IV),,,2024
"Thu, Jan 18, 2024",7:30p,Chicago Bulls,,Toronto Raptors,,,,,Scotiabank Arena,,,2024
"Thu, Jan 18, 2024",9:00p,Oklahoma City Thunder,,Utah Jazz,,,,,Delta Center,,,2024
"Thu, Jan 18, 2024",10:00p,Memphis Grizzlies,,Minnesota Timberwolves,,,,,Target Center,,,2024
"Thu, Jan 18, 2024",10:00p,Indiana Pacers,,Sacramento Kings,,,,,Golden 1 Center,,,2024
"Fri, Jan 19, 2024",7:00p,San Antonio Spurs,,Charlotte Hornets,,,,,Spectrum Center,,,2024
"Fri, Jan 19, 2024",7:00p,Philadelphia 76ers,,Orlando Magic,,,,,Amway Center,,,2024
"Fri, Jan 19, 2024",7:30p,Denver Nuggets,,Boston Celtics,,,,,TD Garden,,,2024
"Fri, Jan 19, 2024",8:00p,Atlanta Hawks,,Miami Heat,,,,,Kaseya Center,,,2024
"Fri, Jan 19, 2024",8:00p,Phoenix Suns,,New Orleans Pelicans,,,,,Smoothie King Center,,,2024
"Fri, Jan 19, 2024",10:00p,Dallas Mavericks,,Golden State Warriors,,,,,Chase Center,,,2024
"Fri, Jan 19, 2024",10:00p,Indiana Pacers,,Portland Trail Blazers,,,,,Moda Center,,,2024
"Fri, Jan 19, 2024",10:30p,Brooklyn Nets,,Los Angeles Lakers,,,,,Crypto.com Arena,,,2024
"Sat, Jan 20, 2024",3:00p,Milwaukee Bucks,,Detroit Pistons,,,,,Little Caesars Arena,,,2024
"Sat, Jan 20, 2024",7:00p,Philadelphia 76ers,,Charlotte Hornets,,,,,Spectrum Center,,,2024
"Sat, Jan 20, 2024",7:00p,San Antonio Spurs,,Washington Wizards,,,,,Capital One Arena,,,2024
"Sat, Jan 20, 2024",7:30p,Cleveland Cavaliers,,Atlanta Hawks,,,,,State Farm Arena,,,2024
"Sat, Jan 20, 2024",7:30p,Toronto Raptors,,New York Knicks,,,,,Madison Square Garden (IV),,,2024
"Sat, Jan 20, 2024",8:00p,Memphis Grizzlies,,Chicago Bulls,,,,,United Center,,,2024
"Sat, Jan 20, 2024",8:00p,Utah Jazz,,Houston Rockets,,,,,Toyota Center,,,2024
"Sat, Jan 20, 2024",8:00p,Oklahoma City Thunder,,Minnesota Timberwolves,,,,,Target Center,,,2024
"Sun, Jan 21, 2024",3:30p,Brooklyn Nets,,Los Angeles Clippers,,,,,Crypto.com Arena,,,2024
"Sun, Jan 21, 2024",6:00p,Miami Heat,,Orlando Magic,,,,,Amway Center,,,2024
"Sun, Jan 21, 2024",6:00p,Denver Nuggets,,Washington Wizards,,,,,Capital One Arena,,,2024
"Sun, Jan 21, 2024",7:00p,Boston Celtics,,Houston Rockets,,,,,Toyota Center,,,2024
"Sun, Jan 21, 2024",8:00p,Indiana Pacers,,Phoenix Suns,,,,,Footprint Center,,,2024
"Sun, Jan 21, 2024",10:00p,Portland Trail Blazers,,Los Angeles Lakers,,,,,Crypto.com Arena,,,2024
"Mon, Jan 22, 2024",7:00p,Milwaukee Bucks,,Detroit Pistons,,,,,Little Caesars Arena,,,2024
"Mon, Jan 22, 2024",7:00p,Cleveland Cavaliers,,Orlando Magic,,,,,Amway Center,,,2024
"Mon, Jan 22, 2024",7:00p,San Antonio Spurs,,Philadelphia 76ers,,,,,Wells Fargo Center,,,2024
"Mon, Jan 22, 2024",7:30p,Memphis Grizzlies,,Toronto Raptors,,,,,Scotiabank Arena,,,2024
"Mon, Jan 22, 2024",8:00p,Charlotte Hornets,,Minnesota Timberwolves,,,,,Target Center,,,2024
"Mon, Jan 22, 2024",8:30p,Boston Celtics,,Dallas Mavericks,,,,,American Airlines Center,,,2024
"Mon, Jan 22, 2024",9:00p,Chicago Bulls,,Phoenix Suns,,,,,Footprint Center,,,2024
"Mon, Jan 22, 2024",10:00p,Atlanta Hawks,,Sacramento Kings,,,,,Golden 1 Center,,,2024
"Tue, Jan 23, 2024",7:00p,Denver Nuggets,,Indiana Pacers,,,,,Gainbridge Fieldhouse,,,2024
"Tue, Jan 23, 2024",7:30p,New York Knicks,,Brooklyn Nets,,,,,Barclays Center,,,2024
"Tue, Jan 23, 2024",8:00p,Utah Jazz,,New Orleans Pelicans,,,,,Smoothie King Center,,,2024
"Tue, Jan 23, 2024",8:00p,Portland Trail Blazers,,Oklahoma City Thunder,,,,,Paycom Center,,,2024
"Tue, Jan 23, 2024",10:00p,Los Angeles Lakers,,Los Angeles Clippers,,,,,Crypto.com Arena,,,2024
"Wed, Jan 24, 2024",7:00p,Charlotte Hornets,,Detroit Pistons,,,,,Little Caesars Arena,,,2024
"Wed, Jan 24, 2024",7:00p,Minnesota Timberwolves,,Washington Wizards,,,,,Capital One Arena,,,2024
"Wed, Jan 24, 2024",7:30p,Memphis Grizzlies,,Miami Heat,,,,,Kaseya Center,,,2024
"Wed, Jan 24, 2024",7:30p,Oklahoma City Thunder,,San Antonio Spurs,,,,,AT&T Center,,,2024
"Wed, Jan 24, 2024",8:00p,Portland Trail Blazers,,Houston Rockets,,,,,Toyota Center,,,2024
"Wed, Jan 24, 2024",8:00p,Cleveland Cavaliers,,Milwaukee Bucks,,,,,Fiserv Forum,,,2024
"Wed, Jan 24, 2024",10:00p,Phoenix Suns,,Dallas Mavericks,,,,,American Airlines Center,,,2024
"Wed, Jan 24, 2024",10:00p,Atlanta Hawks,,Golden State Warriors,,,,,Chase Center,,,2024
"Thu, Jan 25, 2024",7:00p,Philadelphia 76ers,,Indiana Pacers,,,,,Gainbridge Fieldhouse,,,2024
"Thu, Jan 25, 2024",7:00p,Utah Jazz,,Washington Wizards,,,,,Capital One Arena,,,2024
"Thu, Jan 25, 2024",7:30p,Minnesota Timberwolves,,Brooklyn Nets,,,,,Barclays Center,,,2024
"Thu, Jan 25, 2024",7:30p,Boston Celtics,,Miami Heat,,,,,Kaseya Center,,,2024
"Thu, Jan 25, 2024",7:30p,Denver Nuggets,,New York Knicks,,,,,Madison Square Garden (IV),,,2024
"Thu, Jan 25, 2024",10:00p,Sacramento Kings,,Golden State Warriors,,,,,Chase Center,,,2024
"Thu, Jan 25, 2024",10:30p,Chicago Bulls,,Los Angeles Lakers,,,,,Crypto.com Arena,,,2024
"Fri, Jan 26, 2024",7:00p,Dallas Mavericks,,Atlanta Hawks,,,,,State Farm Arena,,,2024
"Fri, Jan 26, 2024",7:00p,Houston Rockets,,Charlotte Hornets,,,,,Spectrum Center,,,2024
"Fri, Jan 26, 2024",7:00p,Phoenix Suns,,Indiana Pacers,,,,,Gainbridge Fieldhouse,,,2024
"Fri, Jan 26, 2024",7:30p,Los Angeles Clippers,,Toronto Raptors,,,,,Scotiabank Arena,,,2024
"Fri, Jan 26, 2024",8:00p,Orlando Magic,,Memphis Grizzlies,,,,,FedEx Forum,,,2024
"Fri, Jan 26, 2024",8:00p,Cleveland Cavaliers,,Milwaukee Bucks,,,,,Fiserv Forum,,,2024
"Fri, Jan 26, 2024",8:00p,Oklahoma City Thunder,,New Orleans Pelicans,,,,,Smoothie King Center,,,2024
"Fri, Jan 26, 2024",9:30p,Portland Trail Blazers,,San Antonio Spurs,,,,,AT&T Center,,,2024
"Sat, Jan 27, 2024",12:00p,Washington Wizards,,Detroit Pistons,,,,,Little Caesars Arena,,,2024
"Sat, Jan 27, 2024",3:00p,Miami Heat,,New York Knicks,,,,,Madison Square Garden (IV),,,2024
"Sat, Jan 27, 2024",5:30p,Philadelphia 76ers,,Denver Nuggets,,,,,Ball Arena,,,2024
"Sat, Jan 27, 2024",6:00p,Houston Rockets,,Brooklyn Nets,,,,,Barclays Center,,,2024
"Sat, Jan 27, 2024",7:00p,Los Angeles Clippers,,Boston Celtics,,,,,TD Garden,,,2024
"Sat, Jan 27, 2024",7:00p,Utah Jazz,,Charlotte Hornets,,,,,Spectrum Center,,,2024
"Sat, Jan 27, 2024",8:00p,New Orleans Pelicans,,Milwaukee Bucks,,,,,Fiserv Forum,,,2024
"Sat, Jan 27, 2024",8:30p,Los Angeles Lakers,,Golden State Warriors,,,,,Chase Center,,,2024
"Sat, Jan 27, 2024",8:30p,Minnesota Timberwolves,,San Antonio Spurs,,,,,AT&T Center,,,2024
"Sat, Jan 27, 2024",9:00p,Sacramento Kings,,Dallas Mavericks,,,,,American Airlines Center,,,2024
"Sun, Jan 28, 2024",3:30p,Memphis Grizzlies,,Indiana Pacers,,,,,Gainbridge Fieldhouse,,,2024
"Sun, Jan 28, 2024",6:00p,Toronto Raptors,,Atlanta Hawks,,,,,State Farm Arena,,,2024
"Sun, Jan 28, 2024",6:00p,Oklahoma City Thunder,,Detroit Pistons,,,,,Little Caesars Arena,,,2024
"Sun, Jan 28, 2024",6:00p,Phoenix Suns,,Orlando Magic,,,,,Amway Center,,,2024
"Sun, Jan 28, 2024",9:00p,Chicago Bulls,,Portland Trail Blazers,,,,,Moda Center,,,2024
"Mon, Jan 29, 2024",7:00p,New York Knicks,,Charlotte Hornets,,,,,Spectrum Center,,,2024
"Mon, Jan 29, 2024",7:00p,Los Angeles Clippers,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,,,2024
"Mon, Jan 29, 2024",7:30p,New Orleans Pelicans,,Boston Celtics,,,,,TD Garden,,,2024
"Mon, Jan 29, 2024",7:30p,Utah Jazz,,Brooklyn Nets,,,,,Barclays Center,,,2024
"Mon, Jan 29, 2024",7:30p,Phoenix Suns,,Miami Heat,,,,,Kaseya Center,,,2024
"Mon, Jan 29, 2024",8:00p,Los Angeles Lakers,,Houston Rockets,,,,,Toyota Center,,,2024
"Mon, Jan 29, 2024",8:00p,Sacramento Kings,,Memphis Grizzlies,,,,,FedEx Forum,,,2024
"Mon, Jan 29, 2024",8:00p,Minnesota Timberwolves,,Oklahoma City Thunder,,,,,Paycom Center,,,2024
"Mon, Jan 29, 2024",8:00p,Washington Wizards,,San Antonio Spurs,,,,,AT&T Center,,,2024
"Mon, Jan 29, 2024",8:30p,Orlando Magic,,Dallas Mavericks,,,,,American Airlines Center,,,2024
"Mon, Jan 29, 2024",9:00p,Milwaukee Bucks,,Denver Nuggets,,,,,Ball Arena,,,2024
"Mon, Jan 29, 2024",10:00p,Philadelphia 76ers,,Portland Trail Blazers,,,,,Moda Center,,,2024
"Tue, Jan 30, 2024",7:30p,Los Angeles Lakers,,Atlanta Hawks,,,,,State Farm Arena,,,2024
"Tue, Jan 30, 2024",7:30p,Indiana Pacers,,Boston Celtics,,,,,TD Garden,,,2024
"Tue, Jan 30, 2024",7:30p,Utah Jazz,,New York Knicks,,,,,Madison Square Garden (IV),,,2024
"Tue, Jan 30, 2024",8:00p,Toronto Raptors,,Chicago Bulls,,,,,United Center,,,2024
"Tue, Jan 30, 2024",10:00p,Philadelphia 76ers,,Golden State Warriors,,,,,Chase Center,,,2024
"Wed, Jan 31, 2024",7:00p,Chicago Bulls,,Charlotte Hornets,,,,,Spectrum Center,,,2024
"Wed, Jan 31, 2024",7:00p,Detroit Pistons,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,,,2024
"Wed, Jan 31, 2024",7:00p,Los Angeles Clippers,,Washington Wizards,,,,,Capital One Arena,,,2024
"Wed, Jan 31, 2024",7:30p,Phoenix Suns,,Brooklyn Nets,,,,,Barclays Center,,,2024
"Wed, Jan 31, 2024",7:30p,Sacramento Kings,,Miami Heat,,,,,Kaseya Center,,,2024
"Wed, Jan 31, 2024",8:00p,New Orleans Pelicans,,Houston Rockets,,,,,Toyota Center,,,2024
"Wed, Jan 31, 2024",8:00p,Dallas Mavericks,,Minnesota Timberwolves,,,,,Target Center,,,2024
"Wed, Jan 31, 2024",8:00p,Orlando Magic,,San Antonio Spurs,,,,,AT&T Center,,,2024
"Wed, Jan 31, 2024",10:00p,Denver Nuggets,,Oklahoma City Thunder,,,,,Paycom Center,,,2024
"Wed, Jan 31, 2024",10:00p,Milwaukee Bucks,,Portland Trail Blazers,,,,,Moda Center,,,2024
"Thu, Feb 1, 2024",7:30p,Los Angeles Lakers,,Boston Celtics,,,,,TD Garden,,,2024
"Thu, Feb 1, 2024",7:30p,Indiana Pacers,,New York Knicks,,,,,Madison Square Garden (IV),,,2024
"Thu, Feb 1, 2024",9:00p,Philadelphia 76ers,,Utah Jazz,,,,,Delta Center,,,2024
"Thu, Feb 1, 2024",10:00p,Cleveland Cavaliers,,Memphis Grizzlies,,,,,FedEx Forum,,,2024
"Fri, Feb 2, 2024",7:00p,Los Angeles Clippers,,Detroit Pistons,,,,,Little Caesars Arena,,,2024
"Fri, Feb 2, 2024",7:00p,Miami Heat,,Washington Wizards,,,,,Capital One Arena,,,2024
"Fri, Feb 2, 2024",7:30p,Phoenix Suns,,Atlanta Hawks,,,,,State Farm Arena,,,2024
"Fri, Feb 2, 2024",7:30p,Sacramento Kings,,Indiana Pacers,,,,,Gainbridge Fieldhouse,,,2024
