date_game,game_start_time,visitor_team_name,visitor_pts,home_team_name,home_pts,box_score_text,overtimes,attendance,arena_name,box_score_page,year
2022-04-01,7:00p,Dallas Mavericks,103,Washington Wizards,135,Box Score,,"17,745",Capital One Arena,/boxscores/202204010WAS.html,2022
2022-04-01,7:00p,Toronto Raptors,102,Orlando Magic,89,Box Score,,"17,566",Amway Center,/boxscores/202204010ORL.html,2022
2022-04-01,9:00p,Minnesota Timberwolves,136,Denver Nuggets,130,Box Score,,"19,612",Ball Arena,/boxscores/202204010DEN.html,2022
2022-04-01,8:30p,Portland Trail Blazers,111,San Antonio Spurs,130,Box Score,,"17,512",AT&T Center,/boxscores/202204010SAS.html,2022
2022-04-01,8:00p,Detroit Pistons,110,Oklahoma City Thunder,101,Box Score,,"16,961",Paycom Center,/boxscores/202204010OKC.html,2022
2022-04-01,10:30p,New Orleans Pelicans,114,Los Angeles Lakers,111,Box Score,,"18,997",Crypto.com Arena,/boxscores/202204010LAL.html,2022
2022-04-01,8:00p,Phoenix Suns,114,Memphis Grizzlies,122,Box Score,,"17,794",FedEx Forum,/boxscores/202204010MEM.html,2022
2022-04-01,8:00p,Sacramento Kings,122,Houston Rockets,117,Box Score,,"14,857",Toyota Center,/boxscores/202204010HOU.html,2022
2022-04-01,7:30p,Indiana Pacers,123,Boston Celtics,128,Box Score,,"19,156",TD Garden,/boxscores/202204010BOS.html,2022
2022-04-01,8:00p,Los Angeles Clippers,153,Milwaukee Bucks,119,Box Score,,"18,023",Fiserv Forum,/boxscores/202204010MIL.html,2022
2022-04-02,1:00p,Cleveland Cavaliers,119,New York Knicks,101,Box Score,,"19,812",Madison Square Garden (IV),/boxscores/202204020NYK.html,2022
2022-04-02,7:30p,Brooklyn Nets,115,Atlanta Hawks,122,Box Score,,"18,126",State Farm Arena,/boxscores/202204020ATL.html,2022
2022-04-02,8:00p,Miami Heat,127,Chicago Bulls,109,Box Score,,"21,697",United Center,/boxscores/202204020CHI.html,2022
2022-04-02,8:30p,Utah Jazz,107,Golden State Warriors,111,Box Score,,"18,064",Chase Center,/boxscores/202204020GSW.html,2022
2022-04-02,12:30p,Charlotte Hornets,114,Philadelphia 76ers,144,Box Score,,"21,509",Wells Fargo Center,/boxscores/202204020PHI.html,2022
2022-04-03,7:00p,Phoenix Suns,96,Oklahoma City Thunder,117,Box Score,,"17,078",Paycom Center,/boxscores/202204030OKC.html,2022
2022-04-03,9:30p,New Orleans Pelicans,100,Los Angeles Clippers,119,Box Score,,"16,840",Crypto.com Arena,/boxscores/202204030LAC.html,2022
2022-04-03,9:00p,Golden State Warriors,109,Sacramento Kings,90,Box Score,,"17,583",Golden 1 Center,/boxscores/202204030SAC.html,2022
2022-04-03,7:00p,Miami Heat,114,Toronto Raptors,109,Box Score,,"19,800",Scotiabank Arena,/boxscores/202204030TOR.html,2022
2022-04-03,7:00p,Portland Trail Blazers,92,San Antonio Spurs,113,Box Score,,"15,816",AT&T Center,/boxscores/202204030SAS.html,2022
2022-04-03,7:00p,Minnesota Timberwolves,139,Houston Rockets,132,Box Score,,"16,539",Toyota Center,/boxscores/202204030HOU.html,2022
2022-04-03,6:00p,Philadelphia 76ers,112,Cleveland Cavaliers,108,Box Score,,"19,432",Rocket Mortgage Fieldhouse,/boxscores/202204030CLE.html,2022
2022-04-03,6:00p,New York Knicks,118,Orlando Magic,88,Box Score,,"15,747",Amway Center,/boxscores/202204030ORL.html,2022
2022-04-03,1:00p,Dallas Mavericks,118,Milwaukee Bucks,112,Box Score,,"17,902",Fiserv Forum,/boxscores/202204030MIL.html,2022
2022-04-03,1:00p,Washington Wizards,102,Boston Celtics,144,Box Score,,"19,156",TD Garden,/boxscores/202204030BOS.html,2022
2022-04-03,3:30p,Denver Nuggets,129,Los Angeles Lakers,118,Box Score,,"18,997",Crypto.com Arena,/boxscores/202204030LAL.html,2022
2022-04-03,5:00p,Detroit Pistons,121,Indiana Pacers,117,Box Score,,"17,407",Gainbridge Fieldhouse,/boxscores/202204030IND.html,2022
2022-04-05,9:00p,San Antonio Spurs,116,Denver Nuggets,97,Box Score,,"17,037",Ball Arena,/boxscores/202204050DEN.html,2022
2022-04-05,10:30p,Los Angeles Lakers,110,Phoenix Suns,121,Box Score,,"17,071",Phoenix Suns Arena,/boxscores/202204050PHO.html,2022
2022-04-05,10:00p,New Orleans Pelicans,123,Sacramento Kings,109,Box Score,,"16,047",Golden 1 Center,/boxscores/202204050SAC.html,2022
2022-04-05,9:00p,Memphis Grizzlies,115,Utah Jazz,121,Box Score,OT,"18,306",Vivint Smart Home Arena,/boxscores/202204050UTA.html,2022
2022-04-05,8:00p,Portland Trail Blazers,94,Oklahoma City Thunder,98,Box Score,,"14,674",Paycom Center,/boxscores/202204050OKC.html,2022
2022-04-05,8:00p,Washington Wizards,132,Minnesota Timberwolves,114,Box Score,,"17,136",Target Center,/boxscores/202204050MIN.html,2022
2022-04-05,7:30p,Atlanta Hawks,108,Toronto Raptors,118,Box Score,,"19,800",Scotiabank Arena,/boxscores/202204050TOR.html,2022
2022-04-05,7:30p,Charlotte Hornets,115,Miami Heat,144,Box Score,,"19,600",FTX Arena,/boxscores/202204050MIA.html,2022
2022-04-05,7:30p,Houston Rockets,105,Brooklyn Nets,118,Box Score,,"17,768",Barclays Center,/boxscores/202204050BRK.html,2022
2022-04-05,7:00p,Cleveland Cavaliers,115,Orlando Magic,120,Box Score,,"16,897",Amway Center,/boxscores/202204050ORL.html,2022
2022-04-05,7:00p,Philadelphia 76ers,131,Indiana Pacers,122,Box Score,,"15,583",Gainbridge Fieldhouse,/boxscores/202204050IND.html,2022
2022-04-05,8:00p,Milwaukee Bucks,127,Chicago Bulls,106,Box Score,,"20,799",United Center,/boxscores/202204050CHI.html,2022
2022-04-06,7:00p,Dallas Mavericks,131,Detroit Pistons,113,Box Score,,"18,422",Little Caesars Arena,/boxscores/202204060DET.html,2022
2022-04-06,7:30p,Brooklyn Nets,110,New York Knicks,98,Box Score,,"19,812",Madison Square Garden (IV),/boxscores/202204060NYK.html,2022
2022-04-06,8:00p,Washington Wizards,103,Atlanta Hawks,118,Box Score,,"17,381",State Farm Arena,/boxscores/202204060ATL.html,2022
2022-04-06,8:00p,Boston Celtics,117,Chicago Bulls,94,Box Score,,"21,095",United Center,/boxscores/202204060CHI.html,2022
2022-04-06,10:00p,Phoenix Suns,109,Los Angeles Clippers,113,Box Score,,"19,068",Crypto.com Arena,/boxscores/202204060LAC.html,2022
2022-04-06,9:00p,Oklahoma City Thunder,101,Utah Jazz,137,Box Score,,"18,306",Vivint Smart Home Arena,/boxscores/202204060UTA.html,2022
2022-04-07,7:00p,Orlando Magic,101,Charlotte Hornets,128,Box Score,,"16,427",Spectrum Center,/boxscores/202204070CHO.html,2022
2022-04-07,7:30p,Boston Celtics,121,Milwaukee Bucks,127,Box Score,,"18,046",Fiserv Forum,/boxscores/202204070MIL.html,2022
2022-04-07,7:30p,Philadelphia 76ers,114,Toronto Raptors,119,Box Score,,"19,800",Scotiabank Arena,/boxscores/202204070TOR.html,2022
2022-04-07,8:00p,San Antonio Spurs,121,Minnesota Timberwolves,127,Box Score,,"17,136",Target Center,/boxscores/202204070MIN.html,2022
2022-04-07,8:00p,Portland Trail Blazers,94,New Orleans Pelicans,127,Box Score,,"12,432",Smoothie King Center,/boxscores/202204070NOP.html,2022
2022-04-07,9:00p,Memphis Grizzlies,109,Denver Nuggets,122,Box Score,,"19,520",Ball Arena,/boxscores/202204070DEN.html,2022
2022-04-07,10:00p,Los Angeles Lakers,112,Golden State Warriors,128,Box Score,,"18,064",Chase Center,/boxscores/202204070GSW.html,2022
2022-04-08,8:30p,Portland Trail Blazers,78,Dallas Mavericks,128,Box Score,,"20,174",American Airlines Center,/boxscores/202204080DAL.html,2022
2022-04-08,10:30p,Oklahoma City Thunder,101,Los Angeles Lakers,120,Box Score,,"18,997",Crypto.com Arena,/boxscores/202204080LAL.html,2022
2022-04-08,9:30p,Phoenix Suns,111,Utah Jazz,105,Box Score,,"18,306",Vivint Smart Home Arena,/boxscores/202204080UTA.html,2022
2022-04-08,8:00p,Charlotte Hornets,133,Chicago Bulls,117,Box Score,,"21,461",United Center,/boxscores/202204080CHI.html,2022
2022-04-08,8:00p,Atlanta Hawks,109,Miami Heat,113,Box Score,,"19,993",FTX Arena,/boxscores/202204080MIA.html,2022
2022-04-08,7:30p,Cleveland Cavaliers,107,Brooklyn Nets,118,Box Score,,"18,169",Barclays Center,/boxscores/202204080BRK.html,2022
2022-04-08,7:00p,New York Knicks,114,Washington Wizards,92,Box Score,,"19,472",Capital One Arena,/boxscores/202204080WAS.html,2022
2022-04-08,7:00p,Milwaukee Bucks,131,Detroit Pistons,101,Box Score,,"22,088",Little Caesars Arena,/boxscores/202204080DET.html,2022
2022-04-08,7:30p,Houston Rockets,115,Toronto Raptors,117,Box Score,,"19,800",Scotiabank Arena,/boxscores/202204080TOR.html,2022
2022-04-09,1:00p,Indiana Pacers,120,Philadelphia 76ers,133,Box Score,,"21,171",Wells Fargo Center,/boxscores/202204090PHI.html,2022
2022-04-09,6:00p,New Orleans Pelicans,114,Memphis Grizzlies,141,Box Score,,"17,207",FedEx Forum,/boxscores/202204090MEM.html,2022
2022-04-09,8:30p,Golden State Warriors,100,San Antonio Spurs,94,Box Score,,"18,627",AT&T Center,/boxscores/202204090SAS.html,2022
2022-04-09,9:30p,Sacramento Kings,98,Los Angeles Clippers,117,Box Score,,"17,568",Crypto.com Arena,/boxscores/202204090LAC.html,2022
2022-04-10,9:30p,San Antonio Spurs,120,Dallas Mavericks,130,Box Score,,"20,270",American Airlines Center,/boxscores/202204100DAL.html,2022
2022-04-10,9:30p,Utah Jazz,111,Portland Trail Blazers,80,Box Score,,"18,123",Moda Center,/boxscores/202204100POR.html,2022
2022-04-10,9:30p,Sacramento Kings,116,Phoenix Suns,109,Box Score,,"17,071",Phoenix Suns Arena,/boxscores/202204100PHO.html,2022
2022-04-10,9:30p,Golden State Warriors,128,New Orleans Pelicans,107,Box Score,,"16,595",Smoothie King Center,/boxscores/202204100NOP.html,2022
2022-04-10,9:30p,Oklahoma City Thunder,88,Los Angeles Clippers,138,Box Score,,"18,210",Crypto.com Arena,/boxscores/202204100LAC.html,2022
2022-04-10,9:30p,Los Angeles Lakers,146,Denver Nuggets,141,Box Score,OT,"19,520",Ball Arena,/boxscores/202204100DEN.html,2022
2022-04-10,8:30p,Chicago Bulls,124,Minnesota Timberwolves,120,Box Score,,"17,136",Target Center,/boxscores/202204100MIN.html,2022
2022-04-10,3:30p,Indiana Pacers,126,Brooklyn Nets,134,Box Score,,"17,967",Barclays Center,/boxscores/202204100BRK.html,2022
2022-04-10,7:00p,Miami Heat,111,Orlando Magic,125,Box Score,,"19,253",Amway Center,/boxscores/202204100ORL.html,2022
2022-04-10,7:00p,Toronto Raptors,94,New York Knicks,105,Box Score,,"19,812",Madison Square Garden (IV),/boxscores/202204100NYK.html,2022
2022-04-10,7:00p,Boston Celtics,139,Memphis Grizzlies,110,Box Score,,"17,441",FedEx Forum,/boxscores/202204100MEM.html,2022
2022-04-10,3:30p,Atlanta Hawks,130,Houston Rockets,114,Box Score,,"18,055",Toyota Center,/boxscores/202204100HOU.html,2022
2022-04-10,3:30p,Milwaukee Bucks,115,Cleveland Cavaliers,133,Box Score,,"19,432",Rocket Mortgage Fieldhouse,/boxscores/202204100CLE.html,2022
2022-04-10,3:30p,Washington Wizards,108,Charlotte Hornets,124,Box Score,,"18,465",Spectrum Center,/boxscores/202204100CHO.html,2022
2022-04-10,7:00p,Detroit Pistons,106,Philadelphia 76ers,118,Box Score,,"21,459",Wells Fargo Center,/boxscores/202204100PHI.html,2022
2022-04-12,7:00p,Cleveland Cavaliers,108,Brooklyn Nets,115,Box Score,,"17,732",Barclays Center,/boxscores/202204120BRK.html,2022
2022-04-12,9:30p,Los Angeles Clippers,104,Minnesota Timberwolves,109,Box Score,,"17,136",Target Center,/boxscores/202204120MIN.html,2022
2022-04-13,9:30p,San Antonio Spurs,103,New Orleans Pelicans,113,Box Score,,"18,610",Smoothie King Center,/boxscores/202204130NOP.html,2022
2022-04-13,7:00p,Charlotte Hornets,103,Atlanta Hawks,132,Box Score,,"18,137",State Farm Arena,/boxscores/202204130ATL.html,2022
2022-04-15,10:00p,New Orleans Pelicans,105,Los Angeles Clippers,101,Box Score,,"19,068",Crypto.com Arena,/boxscores/202204150LAC.html,2022
2022-04-15,7:30p,Atlanta Hawks,107,Cleveland Cavaliers,101,Box Score,,"19,432",Rocket Mortgage Fieldhouse,/boxscores/202204150CLE.html,2022
2022-04-16,6:00p,Toronto Raptors,111,Philadelphia 76ers,131,Box Score,,"20,610",Wells Fargo Center,/boxscores/202204160PHI.html,2022
2022-04-16,3:30p,Minnesota Timberwolves,130,Memphis Grizzlies,117,Box Score,,"17,794",FedEx Forum,/boxscores/202204160MEM.html,2022
2022-04-16,1:00p,Utah Jazz,99,Dallas Mavericks,93,Box Score,,"20,013",American Airlines Center,/boxscores/202204160DAL.html,2022
2022-04-16,8:30p,Denver Nuggets,107,Golden State Warriors,123,Box Score,,"18,064",Chase Center,/boxscores/202204160GSW.html,2022
2022-04-17,1:00p,Atlanta Hawks,91,Miami Heat,115,Box Score,,"19,514",FTX Arena,/boxscores/202204170MIA.html,2022
2022-04-17,3:30p,Brooklyn Nets,114,Boston Celtics,115,Box Score,,"19,156",TD Garden,/boxscores/202204170BOS.html,2022
2022-04-17,6:30p,Chicago Bulls,86,Milwaukee Bucks,93,Box Score,,"17,717",Fiserv Forum,/boxscores/202204170MIL.html,2022
2022-04-17,9:00p,New Orleans Pelicans,99,Phoenix Suns,110,Box Score,,"17,071",Phoenix Suns Arena,/boxscores/202204170PHO.html,2022
2022-04-18,10:00p,Denver Nuggets,106,Golden State Warriors,126,Box Score,,"18,064",Chase Center,/boxscores/202204180GSW.html,2022
2022-04-18,8:30p,Utah Jazz,104,Dallas Mavericks,110,Box Score,,"20,113",American Airlines Center,/boxscores/202204180DAL.html,2022
2022-04-18,7:30p,Toronto Raptors,97,Philadelphia 76ers,112,Box Score,,"20,974",Wells Fargo Center,/boxscores/202204180PHI.html,2022
2022-04-19,7:30p,Atlanta Hawks,105,Miami Heat,115,Box Score,,"19,950",FTX Arena,/boxscores/202204190MIA.html,2022
2022-04-19,8:30p,Minnesota Timberwolves,96,Memphis Grizzlies,124,Box Score,,"17,794",FedEx Forum,/boxscores/202204190MEM.html,2022
2022-04-19,10:00p,New Orleans Pelicans,125,Phoenix Suns,114,Box Score,,"17,071",Phoenix Suns Arena,/boxscores/202204190PHO.html,2022
2022-04-20,7:00p,Brooklyn Nets,107,Boston Celtics,114,Box Score,,"19,156",TD Garden,/boxscores/202204200BOS.html,2022
2022-04-20,8:00p,Philadelphia 76ers,104,Toronto Raptors,101,Box Score,OT,"19,800",Scotiabank Arena,/boxscores/202204200TOR.html,2022
2022-04-20,9:30p,Chicago Bulls,114,Milwaukee Bucks,110,Box Score,,"17,688",Fiserv Forum,/boxscores/202204200MIL.html,2022
2022-04-21,10:00p,Golden State Warriors,118,Denver Nuggets,113,Box Score,,"19,627",Ball Arena,/boxscores/202204210DEN.html,2022
2022-04-21,7:30p,Memphis Grizzlies,104,Minnesota Timberwolves,95,Box Score,,"19,634",Target Center,/boxscores/202204210MIN.html,2022
2022-04-21,9:00p,Dallas Mavericks,126,Utah Jazz,118,Box Score,,"18,306",Vivint Smart Home Arena,/boxscores/202204210UTA.html,2022
2022-04-22,7:45p,Miami Heat,110,Atlanta Hawks,111,Box Score,,"18,421",State Farm Arena,/boxscores/202204220ATL.html,2022
2022-04-22,8:30p,Milwaukee Bucks,111,Chicago Bulls,81,Box Score,,"22,667",United Center,/boxscores/202204220CHI.html,2022
2022-04-22,10:00p,Phoenix Suns,114,New Orleans Pelicans,111,Box Score,,"18,962",Smoothie King Center,/boxscores/202204220NOP.html,2022
2022-04-23,2:00p,Philadelphia 76ers,102,Toronto Raptors,110,Box Score,,"19,800",Scotiabank Arena,/boxscores/202204230TOR.html,2022
2022-04-23,4:30p,Dallas Mavericks,99,Utah Jazz,100,Box Score,,"18,306",Vivint Smart Home Arena,/boxscores/202204230UTA.html,2022
2022-04-23,7:30p,Boston Celtics,109,Brooklyn Nets,103,Box Score,,"18,175",Barclays Center,/boxscores/202204230BRK.html,2022
2022-04-23,10:00p,Memphis Grizzlies,118,Minnesota Timberwolves,119,Box Score,,"19,832",Target Center,/boxscores/202204230MIN.html,2022
2022-04-24,1:00p,Milwaukee Bucks,119,Chicago Bulls,95,Box Score,,"22,020",United Center,/boxscores/202204240CHI.html,2022
2022-04-24,3:30p,Golden State Warriors,121,Denver Nuggets,126,Box Score,,"19,628",Ball Arena,/boxscores/202204240DEN.html,2022
2022-04-24,7:00p,Miami Heat,110,Atlanta Hawks,86,Box Score,,"18,951",State Farm Arena,/boxscores/202204240ATL.html,2022
2022-04-24,9:30p,Phoenix Suns,103,New Orleans Pelicans,118,Box Score,,"18,962",Smoothie King Center,/boxscores/202204240NOP.html,2022
2022-04-25,8:00p,Toronto Raptors,103,Philadelphia 76ers,88,Box Score,,"20,517",Wells Fargo Center,/boxscores/202204250PHI.html,2022
2022-04-25,7:00p,Boston Celtics,116,Brooklyn Nets,112,Box Score,,"18,099",Barclays Center,/boxscores/202204250BRK.html,2022
2022-04-25,9:30p,Utah Jazz,77,Dallas Mavericks,102,Box Score,,"20,577",American Airlines Center,/boxscores/202204250DAL.html,2022
2022-04-26,7:30p,Minnesota Timberwolves,109,Memphis Grizzlies,111,Box Score,,"17,794",FedEx Forum,/boxscores/202204260MEM.html,2022
2022-04-26,10:00p,New Orleans Pelicans,97,Phoenix Suns,112,Box Score,,"17,071",Phoenix Suns Arena,/boxscores/202204260PHO.html,2022
2022-04-26,7:00p,Atlanta Hawks,94,Miami Heat,97,Box Score,,"19,553",FTX Arena,/boxscores/202204260MIA.html,2022
2022-04-27,7:30p,Chicago Bulls,100,Milwaukee Bucks,116,Box Score,,"17,506",Fiserv Forum,/boxscores/202204270MIL.html,2022
2022-04-27,10:00p,Denver Nuggets,98,Golden State Warriors,102,Box Score,,"18,064",Chase Center,/boxscores/202204270GSW.html,2022
2022-04-28,7:00p,Philadelphia 76ers,132,Toronto Raptors,97,Box Score,,"19,800",Scotiabank Arena,/boxscores/202204280TOR.html,2022
2022-04-28,7:30p,Phoenix Suns,115,New Orleans Pelicans,109,Box Score,,"18,710",Smoothie King Center,/boxscores/202204280NOP.html,2022
2022-04-28,10:00p,Dallas Mavericks,98,Utah Jazz,96,Box Score,,"18,306",Vivint Smart Home Arena,/boxscores/202204280UTA.html,2022
2022-04-29,9:00p,Memphis Grizzlies,114,Minnesota Timberwolves,106,Box Score,,"20,323",Target Center,/boxscores/202204290MIN.html,2022
2022-05-01,1:00p,Milwaukee Bucks,101,Boston Celtics,89,Box Score,,"19,156",TD Garden,/boxscores/202205010BOS.html,2022
2022-05-01,3:30p,Golden State Warriors,117,Memphis Grizzlies,116,Box Score,,"17,794",FedEx Forum,/boxscores/202205010MEM.html,2022
2022-05-02,7:30p,Philadelphia 76ers,92,Miami Heat,106,Box Score,,"19,620",FTX Arena,/boxscores/202205020MIA.html,2022
2022-05-02,10:00p,Dallas Mavericks,114,Phoenix Suns,121,Box Score,,"17,071",Phoenix Suns Arena,/boxscores/202205020PHO.html,2022
2022-05-03,7:00p,Milwaukee Bucks,86,Boston Celtics,109,Box Score,,"19,156",TD Garden,/boxscores/202205030BOS.html,2022
2022-05-03,9:30p,Golden State Warriors,101,Memphis Grizzlies,106,Box Score,,"17,794",FedEx Forum,/boxscores/202205030MEM.html,2022
2022-05-04,7:30p,Philadelphia 76ers,103,Miami Heat,119,Box Score,,"19,759",FTX Arena,/boxscores/202205040MIA.html,2022
2022-05-04,10:00p,Dallas Mavericks,109,Phoenix Suns,129,Box Score,,"17,071",Phoenix Suns Arena,/boxscores/202205040PHO.html,2022
2022-05-06,7:00p,Miami Heat,79,Philadelphia 76ers,99,Box Score,,"21,033",Wells Fargo Center,/boxscores/202205060PHI.html,2022
2022-05-06,9:30p,Phoenix Suns,94,Dallas Mavericks,103,Box Score,,"20,777",American Airlines Center,/boxscores/202205060DAL.html,2022
2022-05-07,3:30p,Boston Celtics,101,Milwaukee Bucks,103,Box Score,,"17,736",Fiserv Forum,/boxscores/202205070MIL.html,2022
2022-05-07,8:30p,Memphis Grizzlies,112,Golden State Warriors,142,Box Score,,"18,064",Chase Center,/boxscores/202205070GSW.html,2022
2022-05-08,3:30p,Phoenix Suns,101,Dallas Mavericks,111,Box Score,,"20,610",American Airlines Center,/boxscores/202205080DAL.html,2022
2022-05-08,8:00p,Miami Heat,108,Philadelphia 76ers,116,Box Score,,"21,194",Wells Fargo Center,/boxscores/202205080PHI.html,2022
2022-05-09,7:30p,Boston Celtics,116,Milwaukee Bucks,108,Box Score,,"17,505",Fiserv Forum,/boxscores/202205090MIL.html,2022
2022-05-09,10:00p,Memphis Grizzlies,98,Golden State Warriors,101,Box Score,,"18,064",Chase Center,/boxscores/202205090GSW.html,2022
2022-05-10,7:30p,Philadelphia 76ers,85,Miami Heat,120,Box Score,,"19,868",FTX Arena,/boxscores/202205100MIA.html,2022
2022-05-10,10:00p,Dallas Mavericks,80,Phoenix Suns,110,Box Score,,"17,071",Phoenix Suns Arena,/boxscores/202205100PHO.html,2022
2022-05-11,9:30p,Golden State Warriors,95,Memphis Grizzlies,134,Box Score,,"17,794",FedEx Forum,/boxscores/202205110MEM.html,2022
2022-05-11,7:00p,Milwaukee Bucks,110,Boston Celtics,107,Box Score,,"19,156",TD Garden,/boxscores/202205110BOS.html,2022
2022-05-12,7:00p,Miami Heat,99,Philadelphia 76ers,90,Box Score,,"21,082",Wells Fargo Center,/boxscores/202205120PHI.html,2022
2022-05-12,9:30p,Phoenix Suns,86,Dallas Mavericks,113,Box Score,,"20,777",American Airlines Center,/boxscores/202205120DAL.html,2022
2022-05-13,7:30p,Boston Celtics,108,Milwaukee Bucks,95,Box Score,,"17,681",Fiserv Forum,/boxscores/202205130MIL.html,2022
2022-05-13,10:00p,Memphis Grizzlies,96,Golden State Warriors,110,Box Score,,"18,064",Chase Center,/boxscores/202205130GSW.html,2022
2022-05-15,3:30p,Milwaukee Bucks,81,Boston Celtics,109,Box Score,,"19,156",TD Garden,/boxscores/202205150BOS.html,2022
2022-05-15,8:00p,Dallas Mavericks,123,Phoenix Suns,90,Box Score,,"17,071",Phoenix Suns Arena,/boxscores/202205150PHO.html,2022
2022-05-17,8:30p,Boston Celtics,107,Miami Heat,118,Box Score,,"19,774",FTX Arena,/boxscores/202205170MIA.html,2022
2022-05-18,9:00p,Dallas Mavericks,87,Golden State Warriors,112,Box Score,,"18,064",Chase Center,/boxscores/202205180GSW.html,2022
2022-05-19,8:30p,Boston Celtics,127,Miami Heat,102,Box Score,,"20,100",FTX Arena,/boxscores/202205190MIA.html,2022
2022-05-20,9:00p,Dallas Mavericks,117,Golden State Warriors,126,Box Score,,"18,064",Chase Center,/boxscores/202205200GSW.html,2022
2022-05-21,8:30p,Miami Heat,109,Boston Celtics,103,Box Score,,"19,156",TD Garden,/boxscores/202205210BOS.html,2022
2022-05-22,9:00p,Golden State Warriors,109,Dallas Mavericks,100,Box Score,,"20,813",American Airlines Center,/boxscores/202205220DAL.html,2022
2022-05-23,8:30p,Miami Heat,82,Boston Celtics,102,Box Score,,"19,156",TD Garden,/boxscores/202205230BOS.html,2022
2022-05-24,9:00p,Golden State Warriors,109,Dallas Mavericks,119,Box Score,,"20,810",American Airlines Center,/boxscores/202205240DAL.html,2022
2022-05-25,8:30p,Boston Celtics,93,Miami Heat,80,Box Score,,"19,819",FTX Arena,/boxscores/202205250MIA.html,2022
2022-05-26,9:00p,Dallas Mavericks,110,Golden State Warriors,120,Box Score,,"18,064",Chase Center,/boxscores/202205260GSW.html,2022
2022-05-27,8:30p,Miami Heat,111,Boston Celtics,103,Box Score,,"19,156",TD Garden,/boxscores/202205270BOS.html,2022
2022-05-29,8:30p,Boston Celtics,100,Miami Heat,96,Box Score,,"20,200",FTX Arena,/boxscores/202205290MIA.html,2022
2022-06-02,9:00p,Boston Celtics,120,Golden State Warriors,108,Box Score,,"18,064",Chase Center,/boxscores/202206020GSW.html,2022
2022-06-05,8:00p,Boston Celtics,88,Golden State Warriors,107,Box Score,,"18,064",Chase Center,/boxscores/202206050GSW.html,2022
2022-06-08,9:00p,Golden State Warriors,100,Boston Celtics,116,Box Score,,"19,156",TD Garden,/boxscores/202206080BOS.html,2022
2022-06-10,9:00p,Golden State Warriors,107,Boston Celtics,97,Box Score,,"19,156",TD Garden,/boxscores/202206100BOS.html,2022
2022-06-13,9:00p,Boston Celtics,94,Golden State Warriors,104,Box Score,,"18,064",Chase Center,/boxscores/202206130GSW.html,2022
2022-06-16,9:00p,Golden State Warriors,103,Boston Celtics,90,Box Score,,"19,156",TD Garden,/boxscores/202206160BOS.html,2022
2022-10-18,10:00p,Los Angeles Lakers,109,Golden State Warriors,123,Box Score,,"18,064",Chase Center,/boxscores/202210180GSW.html,2023
2022-10-18,7:30p,Philadelphia 76ers,117,Boston Celtics,126,Box Score,,"19,156",TD Garden,/boxscores/202210180BOS.html,2023
2022-10-19,7:30p,Houston Rockets,107,Atlanta Hawks,117,Box Score,,"17,878",State Farm Arena,/boxscores/202210190ATL.html,2023
2022-10-19,7:00p,Orlando Magic,109,Detroit Pistons,113,Box Score,,"20,190",Little Caesars Arena,/boxscores/202210190DET.html,2023
2022-10-19,10:00p,Portland Trail Blazers,115,Sacramento Kings,108,Box Score,,"17,611",Golden 1 Center,/boxscores/202210190SAC.html,2023
2022-10-19,10:00p,Dallas Mavericks,105,Phoenix Suns,107,Box Score,,"17,071",Footprint Center,/boxscores/202210190PHO.html,2023
2022-10-19,9:00p,Denver Nuggets,102,Utah Jazz,123,Box Score,,"18,206",Vivint Arena,/boxscores/202210190UTA.html,2023
2022-10-19,8:00p,Charlotte Hornets,129,San Antonio Spurs,102,Box Score,,"16,236",AT&T Center,/boxscores/202210190SAS.html,2023
2022-10-19,7:00p,Washington Wizards,114,Indiana Pacers,107,Box Score,,"15,027",Gainbridge Fieldhouse,/boxscores/202210190IND.html,2023
2022-10-19,7:30p,Cleveland Cavaliers,105,Toronto Raptors,108,Box Score,,"19,800",Scotiabank Arena,/boxscores/202210190TOR.html,2023
2022-10-19,7:30p,Chicago Bulls,116,Miami Heat,108,Box Score,,"19,600",Kaseya Center,/boxscores/202210190MIA.html,2023
2022-10-19,7:30p,New York Knicks,112,Memphis Grizzlies,115,Box Score,OT,"18,202",FedEx Forum,/boxscores/202210190MEM.html,2023
2022-10-19,7:30p,New Orleans Pelicans,130,Brooklyn Nets,108,Box Score,,"18,003",Barclays Center,/boxscores/202210190BRK.html,2023
2022-10-19,8:00p,Oklahoma City Thunder,108,Minnesota Timberwolves,115,Box Score,,"17,136",Target Center,/boxscores/202210190MIN.html,2023
2022-10-20,7:30p,Milwaukee Bucks,90,Philadelphia 76ers,88,Box Score,,"20,060",Wells Fargo Center,/boxscores/202210200PHI.html,2023
2022-10-20,10:00p,Los Angeles Clippers,103,Los Angeles Lakers,97,Box Score,,"18,997",Crypto.com Arena,/boxscores/202210200LAL.html,2023
2022-10-21,10:00p,Phoenix Suns,111,Portland Trail Blazers,113,Box Score,OT,"19,393",Moda Center,/boxscores/202210210POR.html,2023
2022-10-21,8:00p,Utah Jazz,132,Minnesota Timberwolves,126,Box Score,OT,"17,136",Target Center,/boxscores/202210210MIN.html,2023
2022-10-21,8:00p,Memphis Grizzlies,129,Houston Rockets,122,Box Score,,"18,055",Toyota Center,/boxscores/202210210HOU.html,2023
