,team,year,player,page,pos,height,weight,birth_date,years_experience
4,DET,2023,Alec Burks,/players/b/burksal01.html,SG,6-6,214,"July 20, 1991",11
5,DET,2023,Cade Cunningham,/players/c/cunnica01.html,PG,6-6,220,"September 25, 2001",1
6,DET,2023,Hamidou Diallo,/players/d/diallha01.html,SF,6-5,202,"July 31, 1998",4
7,DET,2023,Jalen Duren,/players/d/durenja01.html,C,6-10,250,"November 18, 2003",R
8,DET,2023,R.J. Hampton,/players/h/hamptrj01.html,SG,6-4,175,"February 7, 2001",2
9,DET,2023,Killian Hayes,/players/h/hayeski01.html,PG,6-5,195,"July 27, 2001",2
10,DET,2023,Jaden Ivey,/players/i/iveyja01.html,SG,6-4,195,"February 13, 2002",R
11,DET,2023,Cory Joseph,/players/j/josepco01.html,PG,6-3,200,"August 20, 1991",11
12,DET,2023,Braxton Key,/players/k/keybr01.html,SF,6-8,230,"February 14, 1997",1
13,DET,2023,Kevin Knox,/players/k/knoxke01.html,SF,6-7,215,"August 11, 1999",4
14,DET,2023,Isaiah Livers,/players/l/liveris01.html,PF,6-7,230,"July 28, 1998",1
15,DET,2023,Rodney McGruder,/players/m/mcgruro01.html,SG,6-4,205,"July 29, 1991",6
16,DET,2023,Nerlens Noel,/players/n/noelne01.html,C,6-11,220,"April 10, 1994",8
17,DET,2023,Eugene Omoruyi,/players/o/omorueu01.html,SF,6-7,244,"February 14, 1997",1
18,DET,2023,Jared Rhoden,/players/r/rhodeja01.html,SG,6-6,210,"August 27, 1999",R
19,DET,2023,Isaiah Stewart,/players/s/stewais01.html,C,6-8,250,"May 22, 2001",2
20,DET,2023,Stanley Umude,/players/u/umudest01.html,SG,6-6,210,"April 12, 1999",R
21,DET,2023,James Wiseman,/players/w/wisemja01.html,C,7-0,240,"March 31, 2001",1
0,GSW,2023,Patrick Baldwin Jr.,/players/b/baldwpa01.html,SF,6-9,220,"November 18, 2002",R
1,GSW,2023,Stephen Curry,/players/c/curryst01.html,PG,6-2,185,"March 14, 1988",13
2,GSW,2023,Donte DiVincenzo,/players/d/divindo01.html,SG,6-4,203,"January 31, 1997",4
3,GSW,2023,Draymond Green,/players/g/greendr01.html,PF,6-6,230,"March 4, 1990",10
4,GSW,2023,JaMychal Green,/players/g/greenja01.html,PF,6-8,227,"June 21, 1990",8
5,GSW,2023,Andre Iguodala,/players/i/iguodan01.html,PF,6-6,215,"January 28, 1984",18
6,GSW,2023,Ty Jerome,/players/j/jeromty01.html,SG,6-5,195,"July 8, 1997",3
7,GSW,2023,Jonathan Kuminga,/players/k/kuminjo01.html,PF,6-8,210,"October 6, 2002",1
8,GSW,2023,Anthony Lamb,/players/l/lamban01.html,SF,6-6,227,"January 20, 1998",2
9,GSW,2023,Kevon Looney,/players/l/looneke01.html,C,6-9,222,"February 6, 1996",7
10,GSW,2023,Moses Moody,/players/m/moodymo01.html,SG,6-6,205,"May 31, 2002",1
11,GSW,2023,Gary Payton II,/players/p/paytoga02.html,SG,6-3,190,"December 1, 1992",6
12,GSW,2023,Jordan Poole,/players/p/poolejo01.html,PG,6-4,194,"June 19, 1999",3
13,GSW,2023,Lester Quinones,/players/q/quinole01.html,SG,6-5,208,"November 16, 2000",R
14,GSW,2023,Ryan Rollins,/players/r/rolliry01.html,PG,6-4,180,"July 3, 2002",R
15,GSW,2023,Klay Thompson,/players/t/thompkl01.html,SF,6-6,215,"February 8, 1990",9
16,GSW,2023,Andrew Wiggins,/players/w/wiggian01.html,SF,6-7,197,"February 23, 1995",8
17,GSW,2023,James Wiseman,/players/w/wisemja01.html,C,7-0,240,"March 31, 2001",1
0,HOU,2023,Josh Christopher,/players/c/chrisjo01.html,SG,6-5,215,"December 8, 2001",1
1,HOU,2023,Darius Days,/players/d/daysda01.html,SF,6-7,245,"October 20, 1999",R
2,HOU,2023,Tari Eason,/players/e/easonta01.html,PF,6-8,216,"May 10, 2001",R
3,HOU,2023,Bruno Fernando,/players/f/fernabr01.html,C,6-9,240,"August 15, 1998",3
4,HOU,2023,Usman Garuba,/players/g/garubus01.html,C,6-8,220,"March 9, 2002",1
5,HOU,2023,Eric Gordon,/players/g/gordoer01.html,SG,6-3,215,"December 25, 1988",14
6,HOU,2023,Jalen Green,/players/g/greenja05.html,SG,6-4,178,"February 9, 2002",1
7,HOU,2023,Trevor Hudgins,/players/h/hudgitr01.html,PG,6-0,180,"March 23, 1999",R
8,HOU,2023,Frank Kaminsky,/players/k/kaminfr01.html,C,7-0,240,"April 4, 1993",7
9,HOU,2023,Boban Marjanović,/players/m/marjabo01.html,C,7-3,290,"August 15, 1988",7
10,HOU,2023,Kenyon Martin Jr.,/players/m/martike04.html,SF,6-6,215,"January 6, 2001",2
11,HOU,2023,Garrison Mathews,/players/m/mathega01.html,SG,6-5,215,"October 24, 1996",3
12,HOU,2023,Daishen Nix,/players/n/nixda01.html,PG,6-5,224,"February 13, 2002",1
13,HOU,2023,Kevin Porter Jr.,/players/p/porteke02.html,PG,6-4,203,"May 4, 2000",3
14,HOU,2023,Alperen Şengün,/players/s/sengual01.html,C,6-9,235,"July 25, 2002",1
15,HOU,2023,Jabari Smith Jr.,/players/s/smithja05.html,PF,6-10,220,"May 13, 2003",R
16,HOU,2023,Jae'Sean Tate,/players/t/tateja01.html,SF,6-4,230,"October 28, 1995",2
17,HOU,2023,TyTy Washington Jr.,/players/w/washity02.html,PG,6-3,197,"November 15, 2001",R
0,IND,2023,Goga Bitadze,/players/b/bitadgo01.html,C,6-11,250,"July 20, 1999",3
1,IND,2023,Oshae Brissett,/players/b/brissos01.html,PF,6-7,210,"June 20, 1998",3
2,IND,2023,Kendall Brown,/players/b/brownke03.html,SG,6-8,205,"May 11, 2003",R
3,IND,2023,Chris Duarte,/players/d/duartch01.html,SF,6-6,190,"June 13, 1997",1
4,IND,2023,Tyrese Haliburton,/players/h/halibty01.html,PG,6-5,185,"February 29, 2000",2
5,IND,2023,Buddy Hield,/players/h/hieldbu01.html,SF,6-4,220,"December 17, 1992",6
6,IND,2023,George Hill,/players/h/hillge01.html,SG,6-4,188,"May 4, 1986",14
7,IND,2023,Isaiah Jackson,/players/j/jacksis01.html,C,6-10,206,"January 10, 2002",1
8,IND,2023,James Johnson,/players/j/johnsja01.html,PF,6-7,240,"February 20, 1987",13
9,IND,2023,Bennedict Mathurin,/players/m/mathube01.html,SG,6-6,210,"June 19, 2002",R
10,IND,2023,T.J. McConnell,/players/m/mccontj01.html,PG,6-1,190,"March 25, 1992",7
11,IND,2023,Andrew Nembhard,/players/n/nembhan01.html,SG,6-5,193,"January 16, 2000",R
12,IND,2023,Aaron Nesmith,/players/n/nesmiaa01.html,SF,6-5,215,"October 16, 1999",2
13,IND,2023,Jordan Nwora,/players/n/nworajo01.html,SF,6-8,225,"September 9, 1998",2
14,IND,2023,Trevelin Queen,/players/q/queentr01.html,SG,6-6,190,"February 25, 1997",1
15,IND,2023,Jalen Smith,/players/s/smithja04.html,C,6-10,215,"March 16, 2000",2
16,IND,2023,Terry Taylor,/players/t/taylote01.html,PF,6-5,230,"September 23, 1999",1
17,IND,2023,Daniel Theis,/players/t/theisda01.html,C,6-8,245,"April 4, 1992",5
18,IND,2023,Myles Turner,/players/t/turnemy01.html,C,6-11,250,"March 24, 1996",7
19,IND,2023,Gabe York,/players/y/yorkga01.html,SG,6-3,185,"August 2, 1993",1
0,LAC,2023,Nicolas Batum,/players/b/batumni01.html,PF,6-8,230,"December 14, 1988",14
1,LAC,2023,Brandon Boston Jr.,/players/b/bostobr01.html,SF,6-7,185,"November 28, 2001",1
2,LAC,2023,Moses Brown,/players/b/brownmo01.html,C,7-2,245,"October 13, 1999",3
3,LAC,2023,Amir Coffey,/players/c/coffeam01.html,SF,6-7,210,"June 17, 1997",3
4,LAC,2023,Robert Covington,/players/c/covinro01.html,PF,6-7,209,"December 14, 1990",9
5,LAC,2023,Moussa Diabaté,/players/d/diabamo01.html,C,6-11,210,"January 21, 2002",R
6,LAC,2023,Paul George,/players/g/georgpa01.html,SF,6-8,220,"May 2, 1990",12
7,LAC,2023,Eric Gordon,/players/g/gordoer01.html,SG,6-3,215,"December 25, 1988",14
8,LAC,2023,Bones Hyland,/players/h/hylanbo01.html,PG,6-3,173,"September 14, 2000",1
9,LAC,2023,Reggie Jackson,/players/j/jacksre01.html,PG,6-2,208,"April 16, 1990",11
10,LAC,2023,Luke Kennard,/players/k/kennalu01.html,SG,6-5,206,"June 24, 1996",5
11,LAC,2023,Kawhi Leonard,/players/l/leonaka01.html,SF,6-7,225,"June 29, 1991",10
12,LAC,2023,Terance Mann,/players/m/mannte01.html,SG,6-5,215,"October 18, 1996",3
13,LAC,2023,Xavier Moon,/players/m/moonxa01.html,SG,6-2,165,"January 2, 1995",1
14,LAC,2023,Marcus Morris,/players/m/morrima03.html,PF,6-8,218,"September 2, 1989",11
15,LAC,2023,Mason Plumlee,/players/p/plumlma01.html,C,6-11,254,"March 5, 1990",9
16,LAC,2023,Norman Powell,/players/p/powelno01.html,SG,6-3,215,"May 25, 1993",7
17,LAC,2023,Jason Preston,/players/p/prestja01.html,PG,6-4,187,"August 10, 1999",R
18,LAC,2023,John Wall,/players/w/walljo01.html,PG,6-3,210,"September 6, 1990",10
19,LAC,2023,Russell Westbrook,/players/w/westbru01.html,PG,6-3,200,"November 12, 1988",14
20,LAC,2023,Ivica Zubac,/players/z/zubaciv01.html,C,7-0,240,"March 18, 1997",6
0,LAL,2023,Mo Bamba,/players/b/bambamo01.html,C,7-0,231,"May 12, 1998",4
1,LAL,2023,Malik Beasley,/players/b/beaslma01.html,SG,6-4,187,"November 26, 1996",6
2,LAL,2023,Patrick Beverley,/players/b/beverpa01.html,SG,6-1,180,"July 12, 1988",10
3,LAL,2023,Sterling Brown,/players/b/brownst02.html,SF,6-5,219,"February 10, 1995",5
4,LAL,2023,Troy Brown Jr.,/players/b/browntr01.html,SF,6-6,215,"July 28, 1999",4
5,LAL,2023,Thomas Bryant,/players/b/bryanth01.html,C,6-10,248,"July 31, 1997",5
6,LAL,2023,Max Christie,/players/c/chrisma02.html,SG,6-6,190,"February 10, 2003",R
7,LAL,2023,Anthony Davis,/players/d/davisan02.html,C,6-10,253,"March 11, 1993",10
8,LAL,2023,Wenyen Gabriel,/players/g/gabriwe01.html,C,6-9,205,"March 26, 1997",3
9,LAL,2023,Rui Hachimura,/players/h/hachiru01.html,PF,6-8,230,"February 8, 1998",3
10,LAL,2023,Shaquille Harrison,/players/h/harrish01.html,SG,6-4,190,"October 6, 1993",5
11,LAL,2023,LeBron James,/players/j/jamesle01.html,PF,6-9,250,"December 30, 1984",19
12,LAL,2023,Damian Jones,/players/j/jonesda03.html,C,6-11,245,"June 30, 1995",6
13,LAL,2023,Kendrick Nunn,/players/n/nunnke01.html,SG,6-2,190,"August 3, 1995",2
14,LAL,2023,Scotty Pippen Jr.,/players/p/pippesc02.html,PG,6-3,185,"November 10, 2000",R
15,LAL,2023,Austin Reaves,/players/r/reaveau01.html,SG,6-5,206,"May 29, 1998",1
16,LAL,2023,Davon Reed,/players/r/reedda01.html,SG,6-5,208,"June 11, 1995",3
17,LAL,2023,D'Angelo Russell,/players/r/russeda01.html,PG,6-4,193,"February 23, 1996",7
18,LAL,2023,Matt Ryan,/players/r/ryanma01.html,SF,6-7,215,"April 17, 1997",1
19,LAL,2023,Dennis Schröder,/players/s/schrode01.html,PG,6-3,172,"September 15, 1993",9
20,LAL,2023,Cole Swider,/players/s/swideco01.html,SF,6-9,220,"May 8, 1999",R
21,LAL,2023,Tristan Thompson,/players/t/thomptr01.html,C,6-9,254,"March 13, 1991",11
22,LAL,2023,Juan Toscano-Anderson,/players/t/toscaju01.html,SF,6-6,209,"April 10, 1993",3
23,LAL,2023,Jarred Vanderbilt,/players/v/vandeja01.html,PF,6-9,214,"April 3, 1999",4
24,LAL,2023,Lonnie Walker IV,/players/w/walkelo01.html,SG,6-4,204,"December 14, 1998",4
25,LAL,2023,Russell Westbrook,/players/w/westbru01.html,PG,6-3,200,"November 12, 1988",14
0,MEM,2023,Steven Adams,/players/a/adamsst01.html,C,6-11,265,"July 20, 1993",9
1,MEM,2023,Santi Aldama,/players/a/aldamsa01.html,PF,6-11,224,"January 10, 2001",1
2,MEM,2023,Desmond Bane,/players/b/banede01.html,SG,6-5,215,"June 25, 1998",2
3,MEM,2023,Dillon Brooks,/players/b/brookdi01.html,SF,6-7,225,"January 22, 1996",5
4,MEM,2023,Kennedy Chandler,/players/c/chandke01.html,PG,6-0,171,"September 16, 2002",R
5,MEM,2023,Brandon Clarke,/players/c/clarkbr01.html,PF,6-8,215,"September 19, 1996",3
6,MEM,2023,Jacob Gilyard,/players/g/gilyaja01.html,PG,5-9,160,"July 14, 1998",R
7,MEM,2023,Danny Green,/players/g/greenda02.html,SG,6-6,215,"June 22, 1987",13
8,MEM,2023,Jaren Jackson Jr.,/players/j/jacksja02.html,C,6-11,242,"September 15, 1999",4
9,MEM,2023,Tyus Jones,/players/j/jonesty01.html,PG,6-0,196,"May 10, 1996",7
10,MEM,2023,Luke Kennard,/players/k/kennalu01.html,SG,6-5,206,"June 24, 1996",5
11,MEM,2023,John Konchar,/players/k/konchjo01.html,SF,6-5,210,"March 22, 1996",3
12,MEM,2023,Jake LaRavia,/players/l/laravja01.html,PF,6-8,235,"November 3, 2001",R
13,MEM,2023,Kenneth Lofton Jr.,/players/l/loftoke01.html,PF,6-7,275,"August 14, 2002",R
14,MEM,2023,Ja Morant,/players/m/moranja01.html,PG,6-3,174,"August 10, 1999",3
15,MEM,2023,David Roddy,/players/r/roddyda01.html,PF,6-6,255,"March 27, 2001",R
16,MEM,2023,Xavier Tillman Sr.,/players/t/tillmxa01.html,C,6-8,245,"January 12, 1999",2
17,MEM,2023,Vince Williams Jr.,/players/w/willivi01.html,SG,6-6,205,"August 30, 2000",R
18,MEM,2023,Ziaire Williams,/players/w/willizi02.html,SF,6-8,215,"September 12, 2001",1
0,MIA,2023,Bam Adebayo,/players/a/adebaba01.html,C,6-9,255,"July 18, 1997",5
1,MIA,2023,Jamaree Bouyea,/players/b/bouyeja01.html,PG,6-2,180,"June 27, 1999",R
2,MIA,2023,Jimmy Butler,/players/b/butleji01.html,PF,6-7,230,"September 14, 1989",11
3,MIA,2023,Jamal Cain,/players/c/cainja01.html,PF,6-7,191,"March 20, 1999",R
4,MIA,2023,Dewayne Dedmon,/players/d/dedmode01.html,C,7-0,245,"August 12, 1989",9
5,MIA,2023,Udonis Haslem,/players/h/hasleud01.html,C,6-8,235,"June 9, 1980",19
6,MIA,2023,Tyler Herro,/players/h/herroty01.html,SG,6-5,195,"January 20, 2000",3
7,MIA,2023,Haywood Highsmith,/players/h/highsha01.html,PF,6-7,220,"December 9, 1996",2
8,MIA,2023,Nikola Jović,/players/j/jovicni01.html,PF,6-10,209,"June 9, 2003",R
9,MIA,2023,Kevin Love,/players/l/loveke01.html,PF,6-8,251,"September 7, 1988",14
10,MIA,2023,Kyle Lowry,/players/l/lowryky01.html,PG,6-0,196,"March 25, 1986",16
11,MIA,2023,Caleb Martin,/players/m/martica02.html,SF,6-5,205,"September 28, 1995",3
12,MIA,2023,Victor Oladipo,/players/o/oladivi01.html,SG,6-4,213,"May 4, 1992",9
13,MIA,2023,Duncan Robinson,/players/r/robindu01.html,SF,6-7,215,"April 22, 1994",4
14,MIA,2023,Orlando Robinson,/players/r/robinor01.html,C,7-0,235,"July 10, 2000",R
15,MIA,2023,Dru Smith,/players/s/smithdr01.html,SG,6-3,203,"December 30, 1997",R
16,MIA,2023,Max Strus,/players/s/strusma01.html,SF,6-5,215,"March 28, 1996",3
17,MIA,2023,Gabe Vincent,/players/v/vincega01.html,PG,6-3,195,"June 14, 1996",3
18,MIA,2023,Omer Yurtseven,/players/y/yurtsom01.html,C,7-0,264,"June 19, 1998",1
19,MIA,2023,Cody Zeller,/players/z/zelleco01.html,C,6-11,240,"October 5, 1992",9
0,MIL,2023,Grayson Allen,/players/a/allengr01.html,SG,6-4,198,"October 8, 1995",4
1,MIL,2023,Giannis Antetokounmpo,/players/a/antetgi01.html,PF,7-0,242,"December 6, 1994",9
2,MIL,2023,Thanasis Antetokounmpo,/players/a/antetth01.html,PF,6-6,219,"July 18, 1992",4
3,MIL,2023,MarJon Beauchamp,/players/b/beaucma01.html,SF,6-6,199,"October 12, 2000",R
4,MIL,2023,Jevon Carter,/players/c/carteje01.html,PG,6-1,200,"September 14, 1995",4
5,MIL,2023,Pat Connaughton,/players/c/connapa01.html,SF,6-5,209,"January 6, 1993",7
6,MIL,2023,Jae Crowder,/players/c/crowdja01.html,PF,6-6,235,"July 6, 1990",10
7,MIL,2023,Goran Dragić,/players/d/dragigo01.html,PG,6-3,190,"May 6, 1986",14
8,MIL,2023,A.J. Green,/players/g/greenaj01.html,SG,6-4,200,"September 27, 1999",R
9,MIL,2023,George Hill,/players/h/hillge01.html,PG,6-4,188,"May 4, 1986",14
10,MIL,2023,Jrue Holiday,/players/h/holidjr01.html,PG,6-3,205,"June 12, 1990",13
11,MIL,2023,Serge Ibaka,/players/i/ibakase01.html,C,6-10,235,"September 18, 1989",13
12,MIL,2023,Joe Ingles,/players/i/inglejo01.html,SF,6-8,220,"October 2, 1987",8
13,MIL,2023,Meyers Leonard,/players/l/leoname01.html,C,7-0,260,"February 27, 1992",9
14,MIL,2023,Brook Lopez,/players/l/lopezbr01.html,C,7-0,282,"April 1, 1988",14
15,MIL,2023,Sandro Mamukelashvili,/players/m/mamuksa01.html,C,6-11,240,"May 23, 1999",1
16,MIL,2023,Wesley Matthews,/players/m/matthwe02.html,SF,6-4,220,"October 14, 1986",13
17,MIL,2023,Khris Middleton,/players/m/middlkh01.html,SF,6-7,222,"August 12, 1991",10
18,MIL,2023,Jordan Nwora,/players/n/nworajo01.html,SF,6-8,225,"September 9, 1998",2
19,MIL,2023,Bobby Portis,/players/p/portibo01.html,PF,6-10,250,"February 10, 1995",7
20,MIL,2023,Lindell Wigginton,/players/w/wiggili01.html,PG,6-2,189,"March 28, 1998",1
0,MIN,2023,Nickeil Alexander-Walker,/players/a/alexani01.html,SG,6-6,205,"September 2, 1998",3
1,MIN,2023,Kyle Anderson,/players/a/anderky01.html,PF,6-9,230,"September 20, 1993",8
2,MIN,2023,Mike Conley,/players/c/conlemi01.html,PG,6-1,175,"October 11, 1987",15
3,MIN,2023,Anthony Edwards,/players/e/edwaran01.html,SG,6-4,225,"August 5, 2001",2
4,MIN,2023,Bryn Forbes,/players/f/forbebr01.html,SG,6-2,205,"July 23, 1993",6
5,MIN,2023,Luka Garza,/players/g/garzalu01.html,C,6-11,235,"December 27, 1998",1
6,MIN,2023,Rudy Gobert,/players/g/goberru01.html,C,7-1,258,"June 26, 1992",9
7,MIN,2023,Nathan Knight,/players/k/knighna01.html,C,6-10,253,"September 20, 1997",2
8,MIN,2023,A.J. Lawson,/players/l/lawsoaj01.html,SG,6-6,179,"July 15, 2000",R
9,MIN,2023,Jaden McDaniels,/players/m/mcdanja02.html,SF,6-9,185,"September 29, 2000",2
10,MIN,2023,Jordan McLaughlin,/players/m/mclaujo01.html,PG,5-11,185,"April 9, 1996",3
11,MIN,2023,Josh Minott,/players/m/minotjo01.html,SF,6-8,205,"November 25, 2002",R
12,MIN,2023,Wendell Moore Jr.,/players/m/moorewe01.html,SG,6-5,213,"September 18, 2001",R
13,MIN,2023,Jaylen Nowell,/players/n/nowelja01.html,SG,6-4,201,"July 9, 1999",3
14,MIN,2023,Taurean Prince,/players/p/princta02.html,PF,6-7,218,"March 22, 1994",6
15,MIN,2023,Naz Reid,/players/r/reidna01.html,C,6-9,264,"August 26, 1999",3
16,MIN,2023,Austin Rivers,/players/r/riverau01.html,SG,6-4,200,"August 1, 1992",10
17,MIN,2023,D'Angelo Russell,/players/r/russeda01.html,PG,6-4,193,"February 23, 1996",7
18,MIN,2023,Matt Ryan,/players/r/ryanma01.html,SF,6-7,215,"April 17, 1997",1
19,MIN,2023,Karl-Anthony Towns,/players/t/townska01.html,PF,6-11,248,"November 15, 1995",7
0,NOP,2023,Jose Alvarado,/players/a/alvarjo01.html,PG,6-0,179,"April 12, 1998",1
1,NOP,2023,Dyson Daniels,/players/d/daniedy01.html,PG,6-8,199,"March 17, 2003",R
2,NOP,2023,Devonte' Graham,/players/g/grahade01.html,PG,6-1,195,"February 22, 1995",4
3,NOP,2023,Jaxson Hayes,/players/h/hayesja02.html,C,6-11,220,"May 23, 2000",3
4,NOP,2023,Willy Hernangómez,/players/h/hernawi01.html,C,6-11,250,"May 27, 1994",6
5,NOP,2023,Brandon Ingram,/players/i/ingrabr01.html,SF,6-8,190,"September 2, 1997",6
6,NOP,2023,Herbert Jones,/players/j/joneshe01.html,PF,6-8,210,"October 6, 1998",1
7,NOP,2023,Kira Lewis Jr.,/players/l/lewiski01.html,PG,6-1,170,"April 6, 2001",2
8,NOP,2023,Naji Marshall,/players/m/marshna01.html,SF,6-7,220,"January 24, 1998",2
9,NOP,2023,CJ McCollum,/players/m/mccolcj01.html,SG,6-3,190,"September 19, 1991",9
10,NOP,2023,Trey Murphy III,/players/m/murphtr02.html,SF,6-9,206,"June 18, 2000",1
11,NOP,2023,Larry Nance Jr.,/players/n/nancela02.html,C,6-7,245,"January 1, 1993",7
12,NOP,2023,Josh Richardson,/players/r/richajo01.html,SG,6-5,200,"September 15, 1993",7
13,NOP,2023,Dereon Seabron,/players/s/seabrde01.html,SG,6-7,180,"May 26, 2000",R
14,NOP,2023,Garrett Temple,/players/t/templga01.html,SG,6-5,195,"May 8, 1986",12
15,NOP,2023,Jonas Valančiūnas,/players/v/valanjo01.html,C,6-11,265,"May 6, 1992",10
16,NOP,2023,Zion Williamson,/players/w/willizi01.html,PF,6-6,284,"July 6, 2000",2
0,NYK,2023,Ryan Arcidiacono,/players/a/arcidry01.html,PG,6-3,195,"March 26, 1994",5
1,NYK,2023,RJ Barrett,/players/b/barrerj01.html,SG,6-6,214,"June 14, 2000",3
2,NYK,2023,Jalen Brunson,/players/b/brunsja01.html,PG,6-2,190,"August 31, 1996",4
3,NYK,2023,Evan Fournier,/players/f/fournev01.html,SG,6-7,205,"October 29, 1992",10
4,NYK,2023,Quentin Grimes,/players/g/grimequ01.html,SG,6-5,205,"May 8, 2000",1
5,NYK,2023,Josh Hart,/players/h/hartjo01.html,SF,6-5,215,"March 6, 1995",5
6,NYK,2023,Isaiah Hartenstein,/players/h/harteis01.html,C,7-0,250,"May 5, 1998",4
7,NYK,2023,DaQuan Jeffries,/players/j/jeffrda01.html,SG,6-5,230,"August 30, 1997",3
8,NYK,2023,Trevor Keels,/players/k/keelstr01.html,SG,6-5,221,"August 26, 2003",R
9,NYK,2023,Miles McBride,/players/m/mcbrimi01.html,PG,6-2,200,"September 8, 2000",1
10,NYK,2023,Svi Mykhailiuk,/players/m/mykhasv01.html,SF,6-7,205,"June 10, 1997",4
11,NYK,2023,Immanuel Quickley,/players/q/quickim01.html,SG,6-3,190,"June 17, 1999",2
12,NYK,2023,Julius Randle,/players/r/randlju01.html,PF,6-8,250,"November 29, 1994",8
13,NYK,2023,Cam Reddish,/players/r/reddica01.html,SF,6-8,218,"September 1, 1999",3
14,NYK,2023,Mitchell Robinson,/players/r/robinmi01.html,C,7-0,240,"April 1, 1998",4
15,NYK,2023,Derrick Rose,/players/r/rosede01.html,PG,6-3,200,"October 4, 1988",13
16,NYK,2023,Jericho Sims,/players/s/simsje01.html,C,6-10,245,"October 20, 1998",1
17,NYK,2023,Obi Toppin,/players/t/toppiob01.html,PF,6-9,220,"March 4, 1998",2
0,OKC,2023,Darius Bazley,/players/b/bazleda01.html,C,6-8,208,"June 12, 2000",3
1,OKC,2023,Jared Butler,/players/b/butleja02.html,PG,6-3,195,"August 25, 2000",1
2,OKC,2023,Ousmane Dieng,/players/d/diengou01.html,PF,6-10,216,"May 21, 2003",R
3,OKC,2023,Luguentz Dort,/players/d/dortlu01.html,SF,6-3,215,"April 19, 1999",3
4,OKC,2023,Josh Giddey,/players/g/giddejo01.html,PF,6-8,210,"October 10, 2002",1
5,OKC,2023,Shai Gilgeous-Alexander,/players/g/gilgesh01.html,PG,6-6,180,"July 12, 1998",4
6,OKC,2023,Isaiah Joe,/players/j/joeis01.html,SG,6-4,165,"July 2, 1999",2
7,OKC,2023,Tre Mann,/players/m/manntr01.html,PG,6-3,178,"February 3, 2001",1
8,OKC,2023,Mike Muscala,/players/m/muscami01.html,C,6-10,240,"July 1, 1991",9
9,OKC,2023,Eugene Omoruyi,/players/o/omorueu01.html,SF,6-7,244,"February 14, 1997",1
10,OKC,2023,Aleksej Pokusevski,/players/p/pokusal01.html,PF,7-0,190,"December 26, 2001",2
11,OKC,2023,Jeremiah Robinson-Earl,/players/r/robinje02.html,PF,6-9,230,"November 3, 2000",1
12,OKC,2023,Dario Šarić,/players/s/saricda01.html,C,6-10,225,"April 8, 1994",5
13,OKC,2023,Olivier Sarr,/players/s/sarrol01.html,C,7-0,237,"February 20, 1999",1
14,OKC,2023,Lindy Waters III,/players/w/waterli01.html,SG,6-6,215,"July 28, 1997",1
15,OKC,2023,Aaron Wiggins,/players/w/wiggiaa01.html,SG,6-6,200,"January 2, 1999",1
16,OKC,2023,Jalen Williams,/players/w/willija06.html,SG,6-6,195,"April 14, 2001",R
17,OKC,2023,Jaylin Williams,/players/w/willija07.html,C,6-10,240,"June 29, 2002",R
18,OKC,2023,Kenrich Williams,/players/w/willike04.html,PF,6-6,210,"December 2, 1994",4
0,ORL,2023,Cole Anthony,/players/a/anthoco01.html,PG,6-2,185,"May 15, 2000",2
1,ORL,2023,Mo Bamba,/players/b/bambamo01.html,C,7-0,231,"May 12, 1998",4
2,ORL,2023,Paolo Banchero,/players/b/banchpa01.html,PF,6-10,250,"November 12, 2002",R
3,ORL,2023,Goga Bitadze,/players/b/bitadgo01.html,C,6-11,250,"July 20, 1999",3
4,ORL,2023,Bol Bol,/players/b/bolbo01.html,PF,7-2,220,"November 16, 1999",3
5,ORL,2023,Wendell Carter Jr.,/players/c/cartewe01.html,C,6-10,270,"April 16, 1999",4
6,ORL,2023,Michael Carter-Williams,/players/c/cartemi01.html,PG,6-5,190,"October 10, 1991",8
7,ORL,2023,Markelle Fultz,/players/f/fultzma01.html,PG,6-3,209,"May 29, 1998",5
8,ORL,2023,R.J. Hampton,/players/h/hamptrj01.html,SG,6-4,175,"February 7, 2001",2
9,ORL,2023,Gary Harris,/players/h/harriga01.html,SG,6-4,210,"September 14, 1994",8
10,ORL,2023,Kevon Harris,/players/h/harrike01.html,SG,6-6,216,"June 24, 1997",R
11,ORL,2023,Caleb Houstan,/players/h/houstca01.html,SF,6-8,205,"January 9, 2003",R
